id_evaluacion,id_cliente,fecha_evaluacion,score_crediticio,ingresos_mensuales,deuda_total,ratio_endeudamiento,num_impagos_12m,utilizacion_credito_pct,nivel_riesgo,probabilidad_impago
9780,2568,2025-12-31,792,4636.24,66374.45,119.3,0,49.1,medio,0.18387
9781,2568,2026-03-31,788,4636.24,20736.54,37.27,0,13.27,bajo,0.03782
9782,2568,2026-06-30,780,4636.24,79609.89,120,0,26.76,medio,0.19348
9783,2569,2025-09-30,713,2943.53,43186.37,120,0,50.96,alto,0.28323
9784,2569,2025-12-31,693,2943.53,27583.24,78.09,0,47.69,alto,0.24725
9785,2569,2026-03-31,681,2943.53,36446.05,103.18,0,55.34,alto,0.33206
9786,2569,2026-06-30,673,2943.53,41994.77,118.89,0,16.65,alto,0.3891
9787,2570,2025-09-30,714,1917.47,23697.37,102.99,0,81.2,alto,0.24712
9788,2570,2025-12-31,675,1917.47,14380.43,62.5,0,56.18,alto,0.26972
9789,2570,2026-03-31,689,1917.47,7001.92,30.43,0,83.12,medio,0.19211
9790,2570,2026-06-30,674,1917.47,1139.54,4.95,0,15.54,alto,0.23801
9791,2571,2025-09-30,753,1621.55,26703.06,120,1,36.07,alto,0.24414
9792,2571,2025-12-31,799,1621.55,7722.84,39.69,1,44.01,bajo,0.05618
9793,2571,2026-03-31,743,1621.55,9768.85,50.2,1,50.95,medio,0.1172
9794,2571,2026-06-30,729,1621.55,19649.26,100.98,1,33.35,alto,0.24002
9795,2572,2025-09-30,658,332.74,3132.34,78.45,0,44.53,alto,0.36158
9796,2572,2025-12-31,621,332.74,842.7,21.11,0,26.59,alto,0.45017
9797,2572,2026-03-31,629,332.74,3471.12,86.93,0,0,alto,0.49835
9798,2572,2026-06-30,609,332.74,3628.95,90.89,0,22.7,alto,0.59632
9799,2573,2025-09-30,678,2477.54,28422.12,95.6,0,8.81,alto,0.32627
9800,2573,2025-12-31,736,2477.54,16479.5,55.43,0,9.39,medio,0.11274
9801,2573,2026-03-31,756,2477.54,30334.7,102.03,0,47.47,medio,0.17977
9802,2573,2026-06-30,677,2477.54,5807.74,19.53,0,17.71,alto,0.22826
9803,2574,2025-09-30,631,511.34,5898.96,96.14,0,38.47,alto,0.50796
9804,2574,2025-12-31,658,511.34,1892.04,30.83,0,80.39,alto,0.29469
9805,2574,2026-03-31,670,511.34,3375.59,55.01,0,44.55,alto,0.27147
9806,2574,2026-06-30,678,511.34,1295.79,21.12,0,21.39,alto,0.22507
9807,2575,2025-09-30,719,1744.94,20849.68,99.57,0,25.75,alto,0.23027
9808,2575,2025-12-31,742,1744.94,29864.83,120,0,45.16,alto,0.23317
9809,2575,2026-03-31,723,1744.94,19284.84,92.1,0,32.84,medio,0.20779
9810,2575,2026-06-30,735,1744.94,26227.86,120,0,28.2,alto,0.24341
9811,2576,2025-09-30,794,2835.85,41445.64,120,0,88.32,medio,0.18404
9812,2576,2025-12-31,771,2835.85,37556.43,110.36,0,55.92,medio,0.18155
9813,2576,2026-03-31,773,2835.85,20209.73,59.39,0,4.9,bajo,0.07787
9814,2576,2026-06-30,790,2835.85,46187.22,120,0,4.87,medio,0.18652
9815,2577,2025-09-30,737,1783.36,28930.81,120,0,29.69,alto,0.24037
9816,2577,2025-12-31,745,1783.36,21604.36,100.95,0,53.88,medio,0.19101
9817,2577,2026-03-31,722,1783.36,27072.62,120,0,31.44,alto,0.26544
9818,2577,2026-06-30,749,1783.36,3106.93,14.52,0,35.99,bajo,0.07397
9819,2578,2025-09-30,691,582.98,4876.22,69.7,0,56.78,alto,0.23593
9820,2578,2025-12-31,707,582.98,811.65,11.6,0,37.77,medio,0.14634
9821,2578,2026-03-31,683,582.98,3864.97,55.25,0,8.31,alto,0.2301
9822,2578,2026-06-30,729,582.98,4028.57,57.59,0,0,medio,0.12824
9823,2579,2025-09-30,723,6170.58,39068.2,52.76,0,33.62,medio,0.12912
9824,2579,2025-12-31,715,6170.58,61769.91,83.42,0,65.48,medio,0.20592
9825,2579,2026-03-31,713,6170.58,11626.59,15.7,0,44.49,medio,0.13323
9826,2579,2026-06-30,686,6170.58,59604.55,80.5,0,28.58,alto,0.27171
9827,2580,2025-09-30,706,1286.77,9876.52,63.96,0,24.08,medio,0.18655
9828,2580,2025-12-31,680,1286.77,18713.45,120,0,70.96,alto,0.36879
9829,2580,2026-03-31,708,1286.77,1801.56,11.67,0,39.85,medio,0.14408
9830,2580,2026-06-30,724,1286.77,3143.01,20.35,0,65.78,medio,0.11178
9831,2581,2025-09-30,634,427.43,2910.57,56.75,0,38.09,alto,0.4161
9832,2581,2025-12-31,674,427.43,3171.94,61.84,0,44.99,alto,0.27169
9833,2581,2026-03-31,657,427.43,233.08,4.54,0,42.39,alto,0.29848
9834,2581,2026-06-30,624,427.43,649.19,12.66,0,94.01,alto,0.43671
9835,2582,2026-03-31,650,976.54,5448.65,46.5,0,53.73,alto,0.32879
9836,2582,2026-06-30,681,976.54,7629.06,65.1,0,39.72,alto,0.2559
9837,2583,2025-09-30,775,2635.43,24263.8,76.72,0,51.27,medio,0.11087
9838,2583,2025-12-31,758,2635.43,20651.13,65.3,0,68.62,medio,0.10411
9839,2583,2026-03-31,759,2635.43,2228.65,7.05,0,39.49,bajo,0.06244
9840,2583,2026-06-30,750,2635.43,10192.71,32.23,0,40.75,bajo,0.07273
9841,2584,2025-12-31,675,4098.48,68905.72,120,1,63.94,alto,0.40973
9842,2584,2026-03-31,654,4098.48,23638.15,48.06,1,30.25,alto,0.34115
9843,2584,2026-06-30,665,4098.48,15964.07,32.46,1,49.91,alto,0.29394
9844,2585,2025-09-30,714,2954.37,6607.6,18.64,0,55.74,medio,0.13114
9845,2585,2025-12-31,746,2954.37,30907.97,87.18,0,36.44,medio,0.16216
9846,2585,2026-03-31,698,2954.37,49058.47,120,0,99.04,alto,0.31798
9847,2585,2026-06-30,696,2954.37,35999.08,101.54,0,25.31,alto,0.28621
9848,2586,2025-09-30,755,1414.36,19144.27,112.8,0,65.82,medio,0.20243
9849,2586,2025-12-31,736,1414.36,12169.68,71.7,0,32.21,medio,0.14529
9850,2586,2026-03-31,735,1414.36,20661.1,120,0,29.28,alto,0.24341
9851,2586,2026-06-30,756,1414.36,5314.69,31.31,0,12.79,bajo,0.06571
9852,2587,2025-09-30,738,2245.69,480.22,1.78,0,34.95,medio,0.08889
9853,2587,2025-12-31,734,2245.69,34057.33,120,0,34.17,alto,0.24496
9854,2587,2026-03-31,729,2245.69,16224.33,60.21,0,5.48,medio,0.13347
9855,2587,2026-06-30,723,2245.69,38784.47,120,0,43.84,alto,0.26359
9856,2588,2025-09-30,713,3315.53,11873.93,29.84,1,31.44,medio,0.15823
9857,2588,2025-12-31,731,3315.53,22646.82,56.92,1,44.29,medio,0.14859
9858,2588,2026-03-31,749,3315.53,49464.17,120,1,15.67,alto,0.24897
9859,2588,2026-06-30,740,3315.53,11458.85,28.8,1,41.36,medio,0.11099
9860,2589,2025-09-30,680,1760.03,11799.75,55.87,0,3.43,alto,0.24053
9861,2589,2025-12-31,698,1760.03,23088.6,109.32,0,21.62,alto,0.29662
9862,2589,2026-03-31,702,1760.03,14354.97,67.97,0,40.1,medio,0.204
9863,2589,2026-06-30,716,1760.03,28155.13,120,0,28.81,alto,0.27705
9864,2590,2025-09-30,839,3252.58,11496.12,29.45,0,0,bajo,0.01531
9865,2590,2025-12-31,839,3252.58,19637.05,50.31,0,71.93,bajo,0.02594
9866,2590,2026-03-31,818,3252.58,5278.45,13.52,0,42.21,bajo,0.02227
9867,2590,2026-06-30,822,3252.58,26331.51,67.46,0,19.83,bajo,0.06567
9868,2591,2025-09-30,804,3539.62,54875.63,120,0,26.82,medio,0.17855
9869,2591,2025-12-31,786,3539.62,29069.83,68.44,0,36.0,medio,0.08604
9870,2591,2026-03-31,780,3539.62,9161.76,21.57,0,47.65,bajo,0.04348
9871,2591,2026-06-30,791,3539.62,2792.42,6.57,0,16.89,bajo,0.03588
9872,2592,2025-09-30,556,812.26,13269.85,120,0,59.59,alto,0.87747
9873,2592,2025-12-31,574,812.26,14132.15,120,0,21.0,alto,0.80803
9874,2592,2026-03-31,580,812.26,5656.96,58.04,0,30.17,alto,0.65916
9875,2592,2026-06-30,556,812.26,8968.92,92.02,0,38.11,alto,0.8215
9876,2593,2025-09-30,749,1451.06,23146.86,120,0,56.9,alto,0.22397
9877,2593,2025-12-31,750,1451.06,10311.39,59.22,0,46.59,medio,0.10117
9878,2593,2026-03-31,761,1451.06,23429.9,120,0,73.96,medio,0.21034
9879,2593,2026-06-30,778,1451.06,4885.79,28.06,0,41.97,bajo,0.04502
9880,2594,2025-09-30,743,1915.8,22578.23,98.21,0,19.79,medio,0.18822
9881,2594,2025-12-31,736,1915.8,1623.8,7.06,0,59.95,medio,0.09188
9882,2594,2026-03-31,759,1915.8,30277.42,120,0,54.23,medio,0.21244
9883,2594,2026-06-30,760,1915.8,33105.92,120,0,0,medio,0.21138
9884,2595,2025-09-30,676,2665.19,6663.54,20.84,0,0,alto,0.23148
9885,2595,2025-12-31,681,2665.19,33973.3,106.23,0,22.88,alto,0.33815
9886,2595,2026-03-31,685,2665.19,41661.66,120,0,46.35,alto,0.35365
9887,2595,2026-06-30,667,2665.19,41990.67,120,0,57.0,alto,0.41185
9888,2596,2025-09-30,710,2213.13,24157.91,90.96,0,22.87,alto,0.23158
9889,2596,2025-12-31,712,2213.13,28319.83,106.64,0,35.17,alto,0.25861
9890,2596,2026-03-31,729,2213.13,2202.23,8.29,0,33.28,medio,0.10306
9891,2596,2026-06-30,758,2213.13,20269.46,76.32,0,25.02,medio,0.12616
9892,2597,2025-09-30,565,736.29,5955.46,67.4,0,31.15,alto,0.73866
9893,2597,2025-12-31,549,736.29,6547.2,74.1,0,29.89,alto,0.81016
9894,2597,2026-03-31,579,736.29,7901.12,89.42,0,37.72,alto,0.72614
9895,2597,2026-06-30,599,736.29,1281.03,14.5,0,30.05,alto,0.54983
9896,2598,2025-09-30,512,0,0,0,0,54.33,alto,0.85592
9897,2598,2025-12-31,517,0,0,0,0,69.22,alto,0.84434
9898,2598,2026-03-31,459,0,0,0,0,50.01,alto,0.93966
9899,2598,2026-06-30,496,0,0,0,0,21.81,alto,0.88822
9900,2599,2025-09-30,539,1569.44,21320.47,113.21,0,0,alto,0.92071
9901,2599,2025-12-31,558,1569.44,23383.69,120,0,0.96,alto,0.8702
9902,2599,2026-03-31,532,1569.44,23612.77,120,0,45.6,alto,0.95
9903,2599,2026-06-30,510,1569.44,5793.02,30.76,0,69.8,alto,0.86035
9904,2600,2025-09-30,751,3369.15,33759.17,83.5,0,34.2,medio,0.14852
9905,2600,2025-12-31,739,3369.15,1472.86,3.64,0,70.9,medio,0.08743
9906,2600,2026-03-31,750,3369.15,1899.16,4.7,0,59.12,bajo,0.07273
9907,2600,2026-06-30,729,3369.15,18346.18,45.38,0,57.72,medio,0.10382
9908,2601,2025-09-30,836,3290.72,4652.56,11.78,0,39.67,bajo,0.01616
9909,2601,2025-12-31,827,3290.72,5193.83,13.15,0,53.63,bajo,0.01898
9910,2601,2026-03-31,820,3290.72,7115.51,18.02,0,82.69,bajo,0.0215
9911,2601,2026-06-30,829,3290.72,46194.23,116.98,0,42.94,medio,0.16227
9912,2602,2025-09-30,731,1008.92,8989.89,74.25,0,59.0,medio,0.15826
9913,2602,2025-12-31,709,1008.92,6214.13,51.33,0,48.0,medio,0.1545
9914,2602,2026-03-31,736,1008.92,9292.39,76.75,0,47.74,medio,0.15538
9915,2602,2026-06-30,702,1008.92,10741.54,88.72,0,27.5,alto,0.2455
9916,2603,2025-09-30,672,5501.92,56997.36,86.33,0,45.15,alto,0.32732
9917,2603,2025-12-31,633,5501.92,70864.85,107.33,0,29.92,alto,0.52162
9918,2603,2026-03-31,634,5501.92,8047.94,12.19,0,41.92,alto,0.39261
9919,2603,2026-06-30,670,5501.92,17939.52,27.17,0,69.23,alto,0.25145
9920,2604,2025-09-30,696,3712.99,25366.2,56.93,0,8.62,medio,0.19699
9921,2604,2025-12-31,775,3712.99,53613.56,120,0,57.53,medio,0.19743
9922,2604,2026-03-31,711,3712.99,45957.31,103.15,0,0,alto,0.25377
9923,2604,2026-06-30,715,3712.99,34163.4,76.68,0,14.86,medio,0.19243
9924,2605,2025-09-30,808,2375.57,34727.34,120,0,18.72,medio,0.1766
9925,2605,2025-12-31,826,2375.57,31505.73,110.52,0,47.62,medio,0.15036
9926,2605,2026-03-31,759,2375.57,8843.25,31.02,0,33.01,bajo,0.06244
9927,2605,2026-06-30,781,2375.57,14360.09,50.37,0,68.41,bajo,0.05348
9928,2606,2025-09-30,700,1421.13,6785.86,39.79,0,18.76,medio,0.16296
9929,2606,2025-12-31,696,1421.13,13768.06,80.73,0,22.7,alto,0.24459
9930,2606,2026-03-31,704,1421.13,23614.41,120,0,8.87,alto,0.30328
9931,2606,2026-06-30,709,1421.13,5661.87,33.2,0,35.7,medio,0.14185
9932,2607,2025-09-30,748,993.87,637.58,5.35,0,53.92,bajo,0.07522
9933,2607,2025-12-31,737,993.87,9968.88,83.59,0,32.37,medio,0.16755
9934,2607,2026-03-31,775,993.87,16377.15,120,0,28.6,medio,0.19743
9935,2607,2026-06-30,726,993.87,2774.35,23.26,0,11.81,medio,0.10822
9936,2608,2025-09-30,822,3900.77,51486.29,109.99,0,0,medio,0.15073
9937,2608,2025-12-31,812,3900.77,36341.3,77.64,0,0,medio,0.09005
9938,2608,2026-03-31,817,3900.77,23496.31,50.2,0,48.05,bajo,0.03307
9939,2608,2026-06-30,831,3900.77,7454.76,15.93,0,54.33,bajo,0.01767
9940,2609,2025-09-30,792,1598.65,1781.87,9.29,0,42.98,bajo,0.03526
9941,2609,2025-12-31,806,1598.65,17992.3,93.79,0,39.92,medio,0.12513
9942,2609,2026-03-31,797,1598.65,28249.01,120,0,64.23,medio,0.1823
9943,2609,2026-06-30,784,1598.65,11789.15,61.45,0,76.97,bajo,0.07346
9944,2610,2025-09-30,802,1771.82,9531.49,44.83,0,14.87,bajo,0.02957
9945,2610,2025-12-31,783,1771.82,21057.38,99.04,0,54.53,medio,0.14935
9946,2610,2026-03-31,813,1771.82,27392.29,120,0,22.76,medio,0.17434
9947,2610,2026-06-30,804,1771.82,29894.62,120,0,51.85,medio,0.17855
9948,2611,2025-09-30,647,484.81,6959.53,119.63,0,0,alto,0.48714
9949,2611,2025-12-31,650,484.81,1947.62,33.48,0,24.35,alto,0.32579
9950,2611,2026-03-31,621,484.81,6170.68,106.07,0,53.13,alto,0.5723
9951,2611,2026-06-30,627,484.81,2744.62,47.18,0,66.08,alto,0.42769
9952,2612,2025-09-30,676,2456.77,23401.54,79.38,0,16.38,alto,0.30023
9953,2612,2025-12-31,643,2456.77,13526.92,45.88,0,49.8,alto,0.35611
9954,2612,2026-03-31,699,2456.77,44101.12,120,0,23.39,alto,0.31546
9955,2612,2026-06-30,663,2456.77,32430.29,110.0,0,20.58,alto,0.40616
9956,2613,2025-09-30,766,1782.06,26338.24,120,0,42.24,medio,0.20539
9957,2613,2025-12-31,756,1782.06,8755.41,40.94,0,78.09,bajo,0.06571
9958,2613,2026-03-31,786,1782.06,6179.14,28.9,0,0,bajo,0.03917
9959,2613,2026-06-30,754,1782.06,25835.11,120,0,37.26,medio,0.21798
9960,2614,2025-09-30,703,2479.54,37004.42,120,0,60.22,alto,0.30566
9961,2614,2025-12-31,650,2479.54,5981.17,20.1,0,13.58,alto,0.32579
9962,2614,2026-03-31,665,2479.54,21249.38,71.42,0,98.62,alto,0.32177
9963,2614,2026-06-30,660,2479.54,397.83,1.34,0,58.6,alto,0.28719
9964,2615,2025-09-30,726,2454.75,10599.73,35.98,0,66.02,medio,0.10822
9965,2615,2025-12-31,705,2454.75,32022.58,108.71,0,30.39,alto,0.27836
9966,2615,2026-03-31,767,2454.75,37011.72,120,0,44.34,medio,0.20445
9967,2615,2026-06-30,716,2454.75,35180.73,119.43,0,0,alto,0.27591
9968,2616,2025-09-30,694,3128.79,21919.63,58.38,0,25.13,medio,0.20516
9969,2616,2025-12-31,693,3128.79,36727.11,97.82,0,24.99,alto,0.28671
9970,2616,2026-03-31,694,3128.79,45542.45,120,0,22.53,alto,0.32839
9971,2616,2026-06-30,696,3128.79,15897.34,42.34,0,18.0,medio,0.17313
9972,2617,2025-09-30,678,1472.16,12999.75,73.59,0,37.96,alto,0.28224
9973,2617,2025-12-31,678,1472.16,13596.36,76.96,0,31.75,alto,0.289
9974,2617,2026-03-31,656,1472.16,3940.2,22.3,0,34.57,alto,0.3023
9975,2617,2026-06-30,660,1472.16,13609.38,77.04,0,31.59,alto,0.35126
9976,2618,2025-09-30,638,534.4,3382.33,52.74,0,9.13,alto,0.39089
9977,2618,2025-12-31,633,534.4,3572.29,55.71,0,4.16,alto,0.41836
9978,2618,2026-03-31,621,534.4,1547.2,24.13,0,32.21,alto,0.45017
9979,2618,2026-06-30,659,534.4,8819.2,120,0,46.88,alto,0.44092
9980,2619,2025-09-30,781,3683.65,62558.01,120,0,38.23,medio,0.19273
9981,2619,2025-12-31,737,3683.65,41868.57,94.72,0,30.52,medio,0.18981
9982,2619,2026-03-31,772,3683.65,60756.94,120,0,62.36,medio,0.19995
9983,2619,2026-06-30,727,3683.65,33459.45,75.69,0,46.12,medio,0.16786
9984,2620,2025-09-30,769,3964.53,17171.41,36.09,0,5.95,bajo,0.0526
9985,2620,2025-12-31,751,3964.53,67865.88,120,0,41.83,alto,0.22152
9986,2620,2026-03-31,725,3964.53,50543.23,106.24,0,68.42,alto,0.23246
9987,2620,2026-06-30,723,3964.53,29662.2,62.35,0,74.86,medio,0.14829
9988,2621,2025-09-30,670,1884.15,25892.38,114.52,1,9.66,alto,0.41548
9989,2621,2025-12-31,722,1884.15,27074.54,119.75,1,69.16,alto,0.28993
9990,2621,2026-03-31,702,1884.15,3878.29,17.15,1,45.59,medio,0.18306
9991,2621,2026-06-30,699,1884.15,8846.61,39.13,1,81.22,medio,0.19046
9992,2622,2025-09-30,758,4338.0,13532.8,26.0,0,33.49,bajo,0.06351
9993,2622,2025-12-31,772,4338.0,6454.25,12.4,0,36.17,bajo,0.04995
9994,2622,2026-03-31,778,4338.0,65371.77,120,0,23.51,medio,0.19502
9995,2622,2026-06-30,772,4338.0,16954.46,32.57,0,29.08,bajo,0.04995
9996,2623,2025-09-30,728,1096.27,1401.31,10.65,0,46.32,medio,0.10476
9997,2623,2025-12-31,681,1096.27,11020.22,83.77,0,0,alto,0.29324
9998,2623,2026-03-31,748,1096.27,329.41,2.5,0,25.0,bajo,0.07522
9999,2623,2026-06-30,718,1096.27,1535.72,11.67,0,43.41,medio,0.12307
10000,2624,2025-09-30,687,3096.16,1131.6,3.05,0,1.69,medio,0.19782
10001,2624,2025-12-31,696,3096.16,19242.18,51.79,0,46.91,medio,0.18671
10002,2624,2026-03-31,707,3096.16,52279.86,120,0,117.46,alto,0.29634
10003,2624,2026-06-30,663,3096.16,23622.46,63.58,0,68.33,alto,0.31331
10004,2625,2025-09-30,762,2481.0,8719.11,29.29,0,98.99,bajo,0.05932
10005,2625,2025-12-31,764,2481.0,12679.34,42.59,0,29.51,bajo,0.05732
10006,2625,2026-03-31,821,2481.0,41625.4,120,0,38.54,medio,0.17112
10007,2625,2026-06-30,793,2481.0,28253.48,94.9,0,48.7,medio,0.13445
10008,2626,2025-09-30,751,1848.08,22386.59,100.95,0,54.14,medio,0.18341
10009,2626,2025-12-31,754,1848.08,31916.8,120,0,90.26,medio,0.21798
10010,2626,2026-03-31,733,1848.08,13299.09,59.97,0,28.37,medio,0.12647
10011,2626,2026-06-30,735,1848.08,12116.86,54.64,0,30.12,medio,0.11268
10012,2627,2025-09-30,605,1042.12,14520.66,116.11,0,48.43,alto,0.66494
10013,2627,2025-12-31,615,1042.12,5087.4,40.68,0,48.38,alto,0.47729
10014,2627,2026-03-31,601,1042.12,3205.16,25.63,0,34.86,alto,0.54082
10015,2627,2026-06-30,593,1042.12,15489.13,120,0,22.96,alto,0.72666
10016,2628,2025-09-30,692,1411.37,4406.0,26.01,0,32.47,medio,0.18379
10017,2628,2025-12-31,723,1411.37,8576.47,50.64,0,37.37,medio,0.12487
10018,2628,2026-03-31,725,1411.37,16140.14,95.3,0,40.5,medio,0.21058
10019,2628,2026-06-30,705,1411.37,2309.55,13.64,0,10.1,medio,0.15094
10020,2629,2025-09-30,731,2137.13,27174.65,105.96,0,31.36,alto,0.22168
10021,2629,2025-12-31,673,2137.13,21104.43,82.29,0,44.92,alto,0.31591
10022,2629,2026-03-31,716,2137.13,18076.37,70.49,0,47.46,medio,0.17802
10023,2629,2026-06-30,726,2137.13,30541.01,119.09,0,54.3,alto,0.25639
10024,2630,2025-09-30,819,2853.53,31791.15,92.84,0,41.08,medio,0.11756
10025,2630,2025-12-31,780,2853.53,30587.9,89.33,0,59.49,medio,0.13214
10026,2630,2026-03-31,815,2853.53,15439.21,45.09,0,71.63,bajo,0.02367
10027,2630,2026-06-30,771,2853.53,9627.06,28.11,0,44.45,bajo,0.05082
10028,2631,2025-09-30,773,2718.27,49355.62,120,1,45.37,alto,0.2241
10029,2631,2025-12-31,784,2718.27,16324.25,50.04,1,29.25,bajo,0.07565
10030,2631,2026-03-31,802,2718.27,45512.65,120,1,53.68,medio,0.20457
10031,2631,2026-06-30,787,2718.27,7866.61,24.12,1,47.62,bajo,0.06349
10032,2632,2025-09-30,628,1958.4,768.65,3.27,0,38.1,alto,0.4189
10033,2632,2025-12-31,644,1958.4,20276.71,86.28,0,15.07,alto,0.43276
10034,2632,2026-03-31,621,1958.4,20632.11,87.79,0,30.12,alto,0.53575
10035,2632,2026-06-30,618,1958.4,18908.46,80.46,0,64.82,alto,0.53462
10036,2633,2025-09-30,724,1507.59,21593.91,119.36,0,33.39,alto,0.2605
10037,2633,2025-12-31,725,1507.59,9321.97,51.53,0,17.63,medio,0.12304
10038,2633,2026-03-31,710,1507.59,11368.71,62.84,0,15.77,medio,0.17533
10039,2633,2026-06-30,698,1507.59,24410.22,120,0,39.02,alto,0.31798
10040,2634,2025-09-30,738,2213.69,22433.37,84.45,0,49.32,medio,0.16779
10041,2634,2025-12-31,723,2213.69,11441.51,43.07,0,39.89,medio,0.11359
10042,2634,2026-03-31,706,2213.69,11691.86,44.01,0,17.99,medio,0.14862
10043,2634,2026-06-30,697,2213.69,27691.74,104.24,0,41.72,alto,0.28903
10044,2635,2025-09-30,674,1828.88,17862.79,81.39,0,78.23,alto,0.31079
10045,2635,2025-12-31,720,1828.88,29456.74,120,0,15.7,alto,0.2692
10046,2635,2026-03-31,702,1828.88,28002.83,120,0,36.02,alto,0.30806
10047,2635,2026-06-30,666,1828.88,30221.76,120,0,46.35,alto,0.41538
10048,2636,2025-09-30,786,1380.95,6618.68,39.94,0,32.07,bajo,0.03917
10049,2636,2025-12-31,776,1380.95,3743.4,22.59,0,1.95,bajo,0.04661
10050,2636,2026-03-31,784,1380.95,18447.45,111.32,0,66.3,medio,0.1732
10051,2636,2026-06-30,796,1380.95,17172.81,103.63,0,57.84,medio,0.15013
10052,2637,2025-09-30,859,1312.19,197.85,1.26,0,32.73,bajo,0.01069
10053,2637,2025-12-31,805,1312.19,8587.41,54.54,0,26.07,bajo,0.04712
10054,2637,2026-03-31,817,1312.19,14149.47,89.86,0,37.64,medio,0.11239
10055,2637,2026-06-30,828,1312.19,1061.37,6.74,0,16.27,bajo,0.01864
10056,2638,2025-09-30,681,3592.02,59774.33,120,0,0,alto,0.3657
10057,2638,2025-12-31,679,3592.02,22114.35,51.3,0,71.31,alto,0.23452
10058,2638,2026-03-31,678,3592.02,16394.54,38.03,0,6.37,alto,0.22507
10059,2638,2026-06-30,693,3592.02,13901.6,32.25,0,59.22,medio,0.18107
10060,2639,2025-09-30,656,2507.84,32644.09,108.47,0,33.01,alto,0.42925
10061,2639,2025-12-31,625,2507.84,11054.01,36.73,0,48.59,alto,0.43224
10062,2639,2026-03-31,624,2507.84,18238.09,60.6,0,44.2,alto,0.46791
10063,2639,2026-06-30,656,2507.84,37447.96,120,0,23.39,alto,0.4523
10064,2640,2025-09-30,701,1445.35,22169.78,120,0,61.64,alto,0.3105
10065,2640,2025-12-31,710,1445.35,17582.49,101.37,0,11.9,alto,0.2524
10066,2640,2026-03-31,697,1445.35,18415.67,106.18,0,8.84,alto,0.29289
10067,2640,2026-06-30,676,1445.35,18897.54,108.96,0,21.26,alto,0.35939
10068,2641,2025-09-30,730,2732.95,9529.73,29.06,0,29.2,medio,0.1014
10069,2641,2025-12-31,711,2732.95,36651.1,111.76,0,30.94,alto,0.271
10070,2641,2026-03-31,704,2732.95,15608.85,47.59,0,78.05,medio,0.15847
10071,2641,2026-06-30,710,2732.95,3874.52,11.81,0,29.26,medio,0.13965
10072,2642,2025-09-30,790,2022.47,30858.68,120,0,47.98,medio,0.18652
10073,2642,2025-12-31,811,2022.47,6368.7,26.24,0,81.21,bajo,0.02522
10074,2642,2026-03-31,840,2022.47,25316.67,104.31,0,58.37,medio,0.13367
10075,2642,2026-06-30,801,2022.47,1598.44,6.59,0,29.1,bajo,0.0301
10076,2643,2026-03-31,751,2188.08,19655.65,74.86,0,75.71,medio,0.13123
10077,2643,2026-06-30,760,2188.08,15616.33,59.48,0,35.33,medio,0.09033
10078,2644,2025-09-30,719,2169.21,1586.28,6.09,0,42.89,medio,0.12113
10079,2644,2025-12-31,746,2169.21,38576.0,120,0,56.63,alto,0.22779
10080,2644,2026-03-31,755,2169.21,15329.3,58.89,0,0,medio,0.09461
10081,2644,2026-06-30,719,2169.21,6447.58,24.77,0,25.9,medio,0.12113
10082,2645,2025-09-30,701,1559.49,4684.52,25.03,0,76.08,medio,0.1605
10083,2645,2025-12-31,674,1559.49,22018.29,117.66,0,32.34,alto,0.38332
10084,2645,2026-03-31,675,1559.49,19720.03,105.38,0,50.83,alto,0.35548
10085,2645,2026-06-30,714,1559.49,4515.84,24.13,0,0,medio,0.13114
10086,2646,2025-09-30,606,5091.95,76374.14,120,0,26.19,alto,0.66817
10087,2646,2025-12-31,543,5091.95,17581.92,28.77,0,36.0,alto,0.77174
10088,2646,2026-03-31,536,5091.95,60265.1,98.63,0,20.92,alto,0.90064
10089,2646,2026-06-30,561,5091.95,89324.03,120,0,38.21,alto,0.85908
10090,2647,2026-06-30,785,2853.16,16594.14,48.47,0,18.8,bajo,0.04679
10091,2648,2025-09-30,727,1730.99,27442.33,120,0,71.05,alto,0.25647
10092,2648,2025-12-31,744,1730.99,25676.71,120,0,67.93,alto,0.23044
10093,2648,2026-03-31,719,1730.99,21796.09,104.93,0,15.49,alto,0.24099
10094,2648,2026-06-30,733,1730.99,1395.29,6.72,0,68.26,medio,0.09653
10095,2649,2025-09-30,692,712.25,756.14,8.85,0,0,medio,0.18379
10096,2649,2025-12-31,691,712.25,1777.84,20.8,0,31.4,medio,0.18653
10097,2649,2026-03-31,686,712.25,10975.41,120,0,42.15,alto,0.35072
10098,2649,2026-06-30,710,712.25,8866.68,103.74,0,50.7,alto,0.25713
10099,2650,2025-09-30,765,1778.36,33097.0,120,1,20.14,alto,0.23135
10100,2650,2025-12-31,779,1778.36,19447.65,91.13,1,62.44,medio,0.16151
10101,2650,2026-03-31,774,1778.36,13678.41,64.1,1,46.6,medio,0.11145
10102,2650,2026-06-30,772,1778.36,19803.07,92.8,1,58.36,medio,0.17054
10103,2651,2025-09-30,615,1043.24,4896.61,39.11,0,40.42,alto,0.47729
10104,2651,2025-12-31,664,1043.24,2385.8,19.06,0,43.08,alto,0.27253
10105,2651,2026-03-31,625,1043.24,13273.7,106.03,0,56.15,alto,0.5543
10106,2651,2026-06-30,604,1043.24,5616.29,44.86,0,17.35,alto,0.52725
10107,2652,2025-09-30,667,1674.47,19273.61,95.92,0,30.45,alto,0.36369
