id_prestamo,id_solicitud,fecha_concesion,importe_concedido,tipo_interes,plazo_meses,cuota_mensual,saldo_pendiente,fecha_vencimiento,estado_prestamo
1495,1914,2025-12-05,17987.16,9.64,60,379.0,16551.58,2030-12-05,activo
1496,1915,2024-09-18,12464.32,11.08,60,271.5,8857.87,2029-09-18,mora
1497,1916,2023-12-01,29196.65,9.1,36,929.74,4547.37,2026-11-30,mora
1498,1917,2023-10-30,10866.6,7.52,36,338.11,1331.85,2026-10-29,activo
1499,1918,2023-05-26,24580.64,11.51,48,641.36,6667.7,2027-05-26,mora
1500,1919,2026-05-04,8555.99,10.58,36,278.41,8353.02,2029-05-03,activo
1501,1920,2026-05-12,147642.73,11.41,300,1491.27,147555.3,2051-05-13,activo
1502,1921,2026-04-29,12765.84,7.78,48,310.32,12309.26,2030-04-29,activo
1503,1922,2026-03-17,21159.42,8.08,48,517.32,20027.29,2030-03-17,activo
1504,1923,2024-10-19,6960.04,9.13,12,609.08,0.07,2025-10-19,pagado
1505,1924,2023-06-08,22554.76,9.53,24,1035.88,0.57,2025-06-07,pagado
1506,1925,2025-10-14,14984.97,10.13,72,278.57,13731.84,2031-10-14,activo
1507,1926,2025-08-09,19927.87,7.64,24,897.98,11992.1,2027-08-09,activo
1508,1927,2025-09-05,115620.12,8.14,300,903.1,114521.35,2050-09-06,activo
1509,1928,2025-09-12,18636.42,7.15,48,447.58,15534.38,2029-09-12,activo
1510,1929,2024-12-13,27520.17,7.66,12,2389.55,0.77,2025-12-13,pagado
1511,1930,2025-02-03,32792.7,9.1,72,592.72,26575.35,2031-02-03,activo
1512,1931,2023-12-12,27194.77,9.59,48,684.4,10838.04,2027-12-12,activo
1513,1933,2025-11-08,25380.99,11.15,48,657.82,22343.44,2029-11-08,mora
1514,1934,2025-12-26,100321.93,10.64,240,1010.71,99578.49,2045-12-26,activo
1515,1935,2025-10-07,12449.55,10.31,24,576.27,8580.23,2027-10-07,activo
1516,1936,2024-02-18,24464.55,10.59,72,460.56,16731.89,2030-02-17,mora
1517,1937,2023-07-26,96147.33,8.0,300,742.32,92167.42,2048-07-26,activo
1518,1940,2026-03-18,18418.48,11.33,36,605.9,17110.21,2029-03-17,activo
1519,1941,2024-12-06,8741.44,8.38,36,275.45,4401.28,2027-12-06,mora
1520,1943,2024-10-04,40689.97,8.57,72,724.83,30889.35,2030-10-04,mora
1521,1944,2026-06-26,11649.14,9.61,48,293.27,11649.14,2030-06-26,activo
1522,1945,2026-05-27,1717.25,8.2,60,34.98,1694.0,2031-05-27,activo
1523,1946,2023-02-12,19772.85,11.06,36,647.9,0,2026-02-11,pagado
1524,1948,2024-10-16,20086.78,10.48,36,652.66,9707.1,2027-10-16,activo
1525,1949,2025-12-10,42838.73,9.02,36,1362.75,36475.73,2028-12-09,activo
1526,1950,2024-11-14,32084.62,8.53,48,791.32,20669.81,2028-11-14,activo
1527,1951,2023-12-03,5778.87,9.31,48,144.66,2295.6,2027-12-03,mora
1528,1952,2024-02-07,84717.55,8.95,360,678.8,83203.86,2054-02-07,activo
1529,1953,2023-04-18,19271.02,8.72,72,344.66,10352.75,2029-04-17,activo
1530,1955,2024-07-07,15773.29,9.64,48,397.31,8642.09,2028-07-07,activo
1531,1956,2026-03-14,16168.23,9.73,12,1419.39,12271.93,2027-03-14,activo
1532,1957,2023-04-11,17205.34,9.0,36,547.16,0,2026-04-10,pagado
1533,1962,2025-07-28,8378.41,8.05,60,170.07,7083.03,2030-07-28,activo
1534,1963,2026-01-27,17253.86,10.43,48,441.2,15772.15,2030-01-27,activo
1535,1964,2025-11-10,11716.12,10.98,36,383.44,9728.56,2028-11-09,mora
1536,1965,2023-06-13,201291.67,10.57,360,1852.31,197842.25,2053-06-13,mora
1537,1966,2024-07-23,15330.44,9.95,36,494.31,6068.03,2027-07-23,mora
1538,1967,2026-03-03,18409.85,10.17,36,595.51,17080.18,2029-03-02,activo
1539,1968,2026-04-08,16811.03,10.18,48,427.83,16238.18,2030-04-08,activo
1540,1969,2025-10-03,26495.07,6.44,12,2285.67,6784.4,2026-10-03,mora
1541,1970,2023-08-31,7743.74,8.38,24,351.58,0,2025-08-30,pagado
1542,1971,2026-03-31,9815.33,8.39,48,241.42,9293.31,2030-03-31,activo
1543,1972,2026-01-04,38286.67,7.74,48,929.98,34827.17,2030-01-04,activo
1544,1974,2025-02-19,20378.63,8.25,12,1775.05,0.14,2026-02-19,pagado
1545,1975,2025-09-18,12568.45,9.37,60,263.17,11035.92,2030-09-18,activo
1546,1976,2023-11-10,138749.61,8.67,360,1083.61,135840.06,2053-11-10,activo
1547,1977,2026-02-27,4810.33,8.3,24,218.21,4062.87,2028-02-27,activo
1548,1978,2024-01-09,21401.92,6.22,72,356.9,13440.53,2030-01-08,mora
1549,1980,2026-04-25,8616.19,10.85,48,222.05,8326.6,2030-04-25,activo
1550,1981,2025-01-12,24897.06,11.52,36,821.27,14200.73,2028-01-12,activo
1551,1982,2024-10-12,26454.36,9.95,48,670.33,16687.67,2028-10-12,activo
1552,1983,2024-05-11,40488.39,9.09,84,653.23,30571.46,2031-05-11,activo
1553,1985,2025-02-11,31468.43,8.55,36,994.14,18468.9,2028-02-11,activo
1554,1986,2026-06-23,25796.37,10.69,48,662.85,25796.37,2030-06-23,activo
1555,1987,2025-07-08,22461.06,9.53,36,719.8,16849.2,2028-07-07,impagado
1556,1988,2026-02-22,25391.94,10.69,60,548.19,24086.67,2031-02-22,activo
1557,1989,2026-05-15,17758.67,9.81,36,571.46,17332.39,2029-05-14,activo
1558,1990,2024-06-27,21236.33,9.38,36,679.12,7748.23,2027-06-27,activo
1559,1992,2026-03-04,29686.81,9.79,36,954.96,27531.02,2029-03-03,activo
1560,1993,2024-08-27,8921.35,9.58,36,286.13,3775.14,2027-08-27,mora
1561,1994,2025-01-23,16733.09,12.19,48,442.18,11709.84,2029-01-23,activo
1562,1995,2023-03-28,21128.01,8.72,36,669.12,0,2026-03-27,pagado
1563,1996,2024-11-11,29818.29,9.99,60,633.42,21924.73,2029-11-11,activo
1564,1997,2025-12-18,4987.81,9.19,24,228.29,3825.2,2027-12-18,activo
1565,1998,2025-12-27,36002.74,9.68,72,661.22,33732.6,2031-12-27,activo
1566,1999,2025-05-04,223832.64,9.66,300,1980.95,221189.76,2050-05-05,activo
1567,2000,2026-03-22,133635.66,10.14,360,1186.82,133461.4,2056-03-22,activo
1568,2003,2026-06-30,9036.1,7.89,36,282.71,9036.1,2029-06-29,activo
1569,2004,2026-06-30,22944.94,7.47,84,351.61,22944.94,2033-06-29,activo
1570,2007,2026-06-20,36987.9,8.65,48,914.24,36987.9,2030-06-20,activo
1571,2008,2023-10-18,10760.68,9.04,24,491.81,0,2025-10-17,pagado
1572,2010,2024-07-05,1796.8,10.28,24,83.15,0,2026-07-05,pagado
1573,2011,2026-05-03,27252.19,9.68,36,875.22,26596.8,2029-05-02,activo
1574,2012,2026-05-04,15323.65,9.94,48,388.2,15062.38,2030-05-04,activo
1575,2013,2025-01-04,28630.58,8.21,60,583.35,21235.36,2030-01-04,mora
1576,2014,2024-10-27,37424.54,10.01,48,949.33,23619.39,2028-10-27,activo
1577,2015,2026-01-31,212530.63,9.46,180,2214.05,209794.83,2041-01-31,activo
1578,2016,2026-02-14,21244.36,7.31,12,1841.26,14334.15,2027-02-14,activo
1579,2017,2023-10-05,28349.83,7.4,60,566.71,14056.4,2028-10-04,mora
1580,2018,2024-05-22,40890.42,11.37,36,1345.8,13998.57,2027-05-22,mora
1581,2019,2023-07-25,31698.74,9.98,72,586.95,19054.38,2029-07-24,mora
1582,2020,2026-06-07,44008.81,11.9,72,858.01,44008.81,2032-06-06,activo
1583,2021,2023-03-05,39825.62,9.39,48,998.44,7714.19,2027-03-05,mora
1584,2022,2023-01-20,22466.81,10.12,48,571.09,3867.34,2027-01-20,mora
1585,2023,2023-11-05,119953.15,9.27,180,1236.04,108769.85,2038-11-05,mora
1586,2024,2026-06-19,43147.48,8.53,48,1064.1,43147.48,2030-06-19,activo
1587,2025,2025-07-11,26106.77,9.19,60,544.38,22169.4,2030-07-11,activo
1588,2026,2026-05-17,24698.71,10.38,60,529.45,24382.9,2031-05-17,activo
1589,2028,2025-03-17,3378.48,10.7,36,110.12,2100.68,2028-03-16,activo
1590,2029,2025-12-23,17573.99,11.22,60,384.07,16224.26,2030-12-23,activo
1591,2030,2024-04-14,311637.33,9.83,180,3316.69,289603.55,2039-04-15,activo
1592,2031,2026-06-07,15540.35,9.61,48,391.26,15540.35,2030-06-07,activo
1593,2032,2025-01-18,41393.81,9.03,72,746.69,33532.79,2031-01-18,activo
1594,2033,2023-06-27,13480.18,7.97,36,422.22,0.54,2026-06-26,pagado
1595,2034,2023-01-05,28624.63,6.91,36,882.64,1.12,2026-01-04,activo
1596,2036,2025-12-10,7559.75,8.06,48,184.77,6742.17,2029-12-10,activo
1597,2037,2023-11-03,13300.83,9.91,24,613.23,0,2025-11-02,pagado
1598,2041,2025-12-25,13432.82,11.52,36,443.1,11502.13,2028-12-24,activo
1599,2043,2025-01-02,29072.53,10.47,36,944.5,15670.8,2028-01-02,mora
1600,2044,2024-03-12,22142.45,7.15,72,379.07,14636.13,2030-03-12,mora
1601,2045,2023-04-07,25129.36,8.3,60,513.17,9997.0,2028-04-06,mora
1602,2046,2023-04-13,26063.99,7.39,48,628.89,5488.09,2027-04-13,activo
1603,2047,2025-10-27,6193.39,11.72,60,136.88,5560.96,2030-10-27,activo
1604,2048,2025-02-19,3915.68,10.04,48,99.39,2780.04,2029-02-19,mora
1605,2049,2023-01-30,1608.76,8.16,48,39.39,268.68,2027-01-30,mora
1606,2050,2026-05-30,25810.91,10.06,24,1191.79,24835.5,2028-05-29,activo
1607,2051,2025-08-13,12197.37,10.21,12,1073.55,2119.81,2026-08-13,activo
1608,2053,2025-05-02,41837.01,8.38,36,1318.42,26798.65,2028-05-01,activo
1609,2054,2024-03-01,26483.9,11.75,12,2350.02,0,2025-03-01,pagado
1610,2055,2025-08-31,11567.23,8.89,36,367.22,8656.24,2028-08-30,activo
1611,2056,2024-05-10,8677.99,8.69,36,274.71,2640.68,2027-05-10,mora
1612,2057,2023-03-24,10461.0,10.82,24,486.67,0.56,2025-03-23,pagado
1613,2061,2025-02-05,26204.49,9.24,48,655.03,18005.72,2029-02-05,activo
1614,2062,2026-06-27,9280.28,10.96,24,432.35,9280.28,2028-06-26,activo
1615,2063,2026-06-23,19726.34,11.23,12,1745.54,19726.34,2027-06-23,activo
1616,2064,2024-02-12,22689.32,7.96,12,1973.26,0.36,2025-02-11,pagado
1617,2065,2023-12-28,14519.86,9.11,24,664.09,0,2025-12-27,pagado
1618,2066,2026-02-17,15083.11,10.35,60,323.1,14499.08,2031-02-17,impagado
1619,2067,2026-05-17,16226.34,9.95,48,411.17,15949.71,2030-05-17,activo
1620,2068,2024-06-17,15555.96,10.65,60,335.5,10300.75,2029-06-17,activo
1621,2069,2024-10-01,32806.82,7.98,84,511.01,26230.37,2031-10-01,activo
1622,2070,2025-06-03,23438.72,8.98,60,486.34,19209.93,2030-06-03,activo
1623,2071,2025-12-14,28362.8,8.69,24,1291.65,21726.12,2027-12-14,activo
1624,2072,2023-11-19,29437.92,8.77,12,2571.22,0.39,2024-11-18,pagado
1625,2073,2023-03-11,23680.38,9.32,60,495.3,9139.04,2028-03-10,activo
1626,2074,2025-09-19,13563.41,9.62,36,435.24,10528.84,2028-09-18,activo
1627,2075,2025-02-13,181571.7,9.03,360,1465.46,179892.83,2055-02-14,mora
1628,2077,2023-05-17,26760.81,9.65,36,859.06,1.88,2026-05-16,activo
1629,2079,2023-05-07,15263.44,10.58,48,391.4,4085.31,2027-05-07,impagado
1630,2080,2025-07-08,18935.95,10.64,48,486.09,15276.47,2029-07-08,activo
1631,2082,2023-03-19,44858.36,8.04,72,787.35,23244.05,2029-03-18,mora
1632,2083,2025-03-18,16980.94,10.76,24,789.53,6797.99,2027-03-18,activo
1633,2084,2024-09-21,18985.49,7.71,36,592.44,8444.51,2027-09-21,mora
1634,2085,2024-10-31,7579.6,10.15,60,161.59,5465.11,2029-10-31,activo
1635,2086,2024-06-24,28756.86,8.78,60,593.82,18737.43,2029-06-24,mora
1636,2087,2023-08-21,16774.53,10.16,36,542.53,1071.35,2026-08-20,mora
1637,2088,2026-02-04,20752.77,10.16,48,527.93,19325.88,2030-02-04,activo
1638,2089,2026-01-20,28051.85,8.36,24,1273.26,22587.08,2028-01-20,activo
1639,2090,2025-10-03,26622.91,9.09,60,553.86,23355.43,2030-10-03,activo
1640,2091,2025-02-26,285827.52,10.64,360,2644.83,283937.07,2055-02-27,activo
1641,2092,2025-01-24,38896.16,8.52,72,691.95,31411.68,2031-01-24,activo
1642,2093,2025-10-16,11845.82,10.42,12,1043.77,4085.77,2026-10-16,mora
1643,2094,2025-01-29,74509.06,9.52,180,778.8,71107.48,2040-01-30,activo
1644,2095,2025-07-27,15735.51,9.44,24,722.05,8889.55,2027-07-27,activo
1645,2096,2025-08-29,255001.32,9.75,240,2417.92,251411.68,2045-08-29,activo
1646,2097,2024-04-23,8093.81,8.65,60,166.64,5138.72,2029-04-23,impagado
1647,2098,2024-05-25,6374.48,9.33,24,292.19,0,2026-05-25,pagado
1648,2099,2023-09-14,5245.67,10.27,12,461.84,0,2024-09-13,pagado
1649,2101,2025-12-18,18635.74,11.11,60,406.16,17201.15,2030-12-18,activo
1650,2103,2023-03-12,19364.86,8.38,24,879.14,1.04,2025-03-11,mora
1651,2104,2025-04-07,18961.46,7.86,84,294.21,16477.25,2032-04-06,activo
1652,2105,2025-12-24,21874.15,10.85,72,414.72,20542.72,2031-12-24,activo
1653,2106,2026-04-18,4046.59,11.1,12,357.83,3402.83,2027-04-18,activo
1654,2107,2023-03-05,29688.65,11.26,60,649.39,11789.65,2028-03-04,mora
1655,2108,2026-01-07,29819.58,11.18,24,1392.33,24142.22,2028-01-07,activo
1656,2109,2026-06-30,5894.12,9.48,12,516.76,5894.12,2027-06-30,activo
1657,2110,2026-06-22,14656.0,7.54,84,225.09,14656.0,2033-06-21,activo
1658,2111,2025-01-08,16777.79,8.93,24,765.96,5205.38,2027-01-08,activo
1659,2112,2024-02-04,80289.79,8.72,180,800.85,73299.45,2039-02-04,mora
1660,2113,2026-02-11,20598.82,9.93,72,380.92,19746.45,2032-02-11,activo
1661,2114,2023-02-06,9485.71,10.39,60,203.36,3549.2,2028-02-06,activo
1662,2115,2026-04-05,37836.83,8.68,84,602.6,37176.62,2033-04-04,activo
1663,2116,2024-09-01,25102.99,8.32,24,1139.04,2253.77,2026-09-01,activo
1664,2117,2026-06-16,7437.89,10.12,60,158.47,7437.89,2031-06-16,activo
1665,2118,2024-04-06,5825.94,10.19,48,148.3,2841.07,2028-04-06,activo
1666,2119,2026-02-08,28973.6,8.68,24,1319.44,24485.74,2028-02-08,activo
1667,2120,2026-03-14,20734.46,6.85,60,409.12,19857.19,2031-03-14,mora
1668,2121,2026-06-08,31319.85,8.57,72,557.91,31319.85,2032-06-07,activo
1669,2123,2026-04-01,26280.44,8.61,24,1195.91,23236.66,2028-03-31,activo
1670,2124,2023-12-26,24893.5,8.04,60,505.19,13690.55,2028-12-25,mora
1671,2125,2023-02-11,16412.21,7.78,12,1425.99,0.17,2024-02-11,pagado
1672,2126,2026-06-15,21620.26,10.74,48,556.07,21620.26,2030-06-15,activo
1673,2127,2024-12-04,15070.59,9.2,48,376.44,10055.5,2028-12-04,activo
1674,2128,2025-01-19,5482.05,9.78,48,138.47,3779.28,2029-01-19,activo
1675,2129,2025-12-06,167538.92,8.71,360,1313.81,166941.63,2055-12-07,activo
1676,2130,2025-11-02,11301.42,9.37,36,361.31,9056.26,2028-11-01,activo
1677,2132,2023-08-14,253246.03,7.49,240,2038.59,235395.67,2043-08-14,mora
1678,2133,2024-04-21,27292.27,9.36,48,683.87,13774.6,2028-04-21,mora
1679,2135,2025-10-10,4291.24,6.62,36,131.75,3409.75,2028-10-09,activo
1680,2136,2024-12-13,21673.45,7.53,48,524.33,14297.93,2028-12-13,activo
1681,2137,2023-06-15,12436.27,9.94,48,315.06,3299.3,2027-06-15,mora
1682,2138,2025-08-09,15970.36,9.45,24,732.89,9679.4,2027-08-09,activo
1683,2139,2026-06-23,9055.51,9.8,36,291.33,9055.51,2029-06-22,activo
1684,2140,2025-08-22,35954.87,8.83,72,645.1,32021.04,2031-08-22,activo
1685,2141,2023-10-04,19510.33,9.52,24,895.96,0.7,2025-10-03,pagado
1686,2142,2024-11-30,9952.15,10.5,36,323.47,5088.9,2027-11-30,activo
1687,2144,2024-09-17,21468.78,9.86,12,1886.1,0,2025-09-17,pagado
1688,2145,2026-05-08,20351.54,7.98,48,496.66,19990.22,2030-05-08,activo
1689,2148,2024-06-02,4021.25,8.44,12,350.62,0.01,2025-06-02,pagado
1690,2149,2024-06-23,16689.87,10.15,48,424.51,9185.3,2028-06-23,activo
1691,2150,2024-04-10,21514.51,9.61,60,452.99,13436.84,2029-04-10,activo
1692,2151,2023-02-19,3395.59,8.41,12,296.02,0.01,2024-02-19,pagado
1693,2152,2025-05-18,27551.41,11.13,60,600.84,22804.0,2030-05-18,mora
1694,2153,2023-07-19,21163.75,8.04,48,517.07,6416.75,2027-07-19,activo
1695,2155,2023-03-27,5913.99,9.36,12,518.17,0.06,2024-03-26,pagado
1696,2156,2026-03-23,220103.85,9.25,180,2265.07,218385.36,2041-03-23,activo
1697,2157,2023-04-30,18925.04,9.85,24,872.0,0,2025-04-29,pagado
1698,2158,2026-06-12,32993.9,11.79,72,641.44,32993.9,2032-06-11,activo
1699,2159,2023-11-16,25120.92,8.18,24,1138.2,0.38,2025-11-15,pagado
1700,2160,2024-09-08,13494.27,8.08,12,1174.37,0,2025-09-08,pagado
1701,2162,2023-01-26,23242.15,8.71,60,479.22,8475.54,2028-01-26,mora
1702,2163,2024-12-19,11998.8,7.87,48,292.2,7933.74,2028-12-19,activo
1703,2165,2026-05-25,27048.85,8.12,12,2354.46,24877.42,2027-05-25,activo
1704,2166,2023-08-21,27792.23,8.19,48,680.99,9062.13,2027-08-21,mora
1705,2167,2023-07-07,11885.74,8.56,12,1037.0,0.02,2024-07-06,pagado
1706,2168,2025-09-21,24566.35,9.4,36,785.84,19055.28,2028-09-20,activo
1707,2169,2025-02-04,12905.79,10.91,48,332.98,8960.67,2029-02-04,mora
1708,2170,2023-06-06,16933.61,9.48,48,425.27,4463.28,2027-06-06,mora
1709,2171,2023-12-10,28560.8,10.72,60,617.03,15700.69,2028-12-09,mora
1710,2173,2023-04-26,10661.88,7.73,36,332.8,0,2026-04-25,pagado
1711,2174,2024-06-28,25250.45,7.26,48,607.71,13537.31,2028-06-28,activo
1712,2175,2026-03-19,92862.75,6.72,240,704.65,92305.79,2046-03-19,activo
1713,2176,2023-08-15,10979.36,8.77,60,226.67,5163.28,2028-08-14,activo
1714,2177,2023-08-22,44168.92,9.31,60,923.48,21671.34,2028-08-21,mora
1715,2178,2026-03-18,29170.62,8.04,60,591.98,27973.02,2031-03-18,activo
1716,2179,2026-06-23,16737.31,10.58,12,1475.96,16737.31,2027-06-23,activo
1717,2180,2025-09-03,250910.84,9.51,240,2341.26,247254.41,2045-09-03,activo
1718,2181,2025-07-14,16546.01,10.4,12,1457.7,1445.64,2026-07-14,activo
1719,2182,2023-02-11,2059.68,10.05,24,95.09,0.03,2025-02-10,pagado
1720,2183,2023-03-12,2486.75,8.95,48,61.82,478.57,2027-03-12,mora
1721,2185,2025-07-06,171129.11,11.76,180,2027.05,167084.98,2040-07-06,activo
1722,2187,2023-08-16,16222.93,10.85,48,418.08,5476.18,2027-08-16,mora
1723,2189,2026-05-09,34101.47,10.69,84,578.28,33826.98,2033-05-08,activo
1724,2190,2025-01-18,35249.86,9.09,36,1122.42,19792.51,2028-01-18,mora
1725,2191,2025-08-18,25836.29,10.3,12,2275.03,4492.1,2026-08-18,mora
1726,2192,2025-08-23,254383.81,8.84,360,2018.51,252889.45,2055-08-24,activo
1727,2193,2023-02-10,9489.93,10.08,60,202.0,3534.17,2028-02-10,mora
1728,2194,2024-01-10,8020.75,9.44,24,368.03,0.45,2026-01-09,pagado
1729,2195,2023-09-15,29606.31,9.3,24,1356.69,0,2025-09-14,pagado
1730,2196,2026-06-29,205600.74,9.86,360,1782.4,205600.74,2056-06-29,activo
1731,2197,2023-08-26,278536.7,11.22,360,2699.34,274754.01,2053-08-26,mora
1732,2198,2023-03-22,4708.69,9.83,36,151.56,0.03,2026-03-21,pagado
1733,2199,2024-06-12,8049.37,9.85,12,707.12,0,2025-06-12,pagado
1734,2200,2025-02-18,7164.51,11.48,36,236.18,4280.96,2028-02-18,activo
1735,2201,2026-04-13,39565.46,8.86,72,710.42,38725.78,2032-04-12,activo
1736,2202,2023-05-23,266919.67,8.9,240,2384.42,249759.54,2043-05-23,mora
1737,2203,2025-05-23,16266.07,10.0,48,412.53,12479.68,2029-05-23,activo
1738,2205,2025-02-14,5241.06,10.78,48,134.89,3737.39,2029-02-14,activo
1739,2207,2025-06-24,27119.69,7.98,36,849.59,18788.42,2028-06-23,activo
1740,2208,2025-10-18,4064.78,10.32,12,357.96,1401.63,2026-10-18,activo
1741,2209,2026-05-12,11374.93,11.46,84,197.51,11286.05,2033-05-11,activo
1742,2211,2026-02-01,8107.41,11.07,36,265.7,7333.14,2029-01-31,activo
1743,2213,2026-01-08,21785.85,9.21,12,1907.3,12950.8,2027-01-08,activo
1744,2217,2026-01-06,19564.37,10.36,48,499.63,17881.95,2030-01-06,activo
1745,2218,2023-07-31,11359.52,8.81,84,181.67,7453.91,2030-07-30,mora
1746,2219,2025-11-14,230697.83,11.18,360,2228.51,230127.87,2055-11-15,activo
1747,2220,2023-12-31,42208.1,10.05,48,1071.51,17835.21,2027-12-31,mora
1748,2221,2026-02-24,7006.14,8.73,48,173.46,6510.81,2030-02-24,activo
1749,2222,2023-02-17,22649.4,11.12,60,493.78,8978.62,2028-02-17,mora
1750,2223,2025-04-07,12664.16,10.7,36,412.82,8213.35,2028-04-06,activo
1751,2224,2024-11-30,16641.96,8.49,48,410.14,10718.05,2028-11-30,mora
1752,2225,2026-06-13,2385.04,9.81,12,209.47,2385.04,2027-06-13,activo
1753,2226,2025-11-18,19775.92,10.68,84,335.25,18631.0,2032-11-17,activo
1754,2228,2025-07-08,10520.51,8.15,60,214.05,8897.56,2030-07-08,activo
1755,2229,2026-06-30,166634.45,10.02,360,1465.33,166634.45,2056-06-30,activo
1756,2231,2025-05-06,2733.05,9.21,60,57.01,2202.62,2030-05-06,activo
1757,2232,2024-08-17,29496.68,9.87,36,950.03,12512.7,2027-08-17,mora
1758,2233,2025-07-22,25401.3,9.78,72,467.8,22412.93,2031-07-22,activo
1759,2234,2024-03-12,30156.05,9.25,60,629.64,17796.33,2029-03-12,mora
1760,2237,2025-05-28,12478.2,10.51,60,268.26,10299.4,2030-05-28,mora
1761,2238,2023-11-04,9883.22,10.73,36,322.29,1261.33,2026-11-03,activo
1762,2241,2023-02-03,10828.98,8.48,36,341.74,0.16,2026-02-02,pagado
1763,2242,2023-04-18,21906.37,9.89,12,1924.77,0.34,2024-04-17,pagado
1764,2243,2026-03-30,152167.93,9.11,180,1553.07,150965.26,2041-03-30,activo
1765,2244,2025-09-11,25835.6,9.92,36,832.66,20075.99,2028-09-10,activo
1766,2245,2025-04-12,11183.75,9.77,60,236.37,9038.08,2030-04-12,activo
1767,2248,2026-05-14,23760.77,11.37,84,411.45,23574.45,2033-05-13,activo
1768,2249,2023-10-05,11469.5,10.31,36,371.74,1097.15,2026-10-04,mora
1769,2250,2026-02-23,5328.94,10.93,36,174.29,4819.02,2029-02-22,activo
1770,2251,2025-10-21,28721.04,9.71,36,922.78,23039.03,2028-10-20,activo
1771,2253,2025-10-02,4378.17,8.0,24,198.02,2995.57,2027-10-02,impagado
1772,2254,2026-01-11,27617.67,9.53,84,451.87,26436.36,2033-01-10,activo
1773,2255,2023-11-22,26486.02,8.96,48,658.59,10478.6,2027-11-22,mora
1774,2256,2026-06-30,2921.19,7.89,60,59.07,2921.19,2031-06-30,activo
1775,2257,2023-06-06,13131.98,11.04,36,430.18,0,2026-06-05,pagado
1776,2258,2023-12-24,14458.39,10.06,12,1271.54,0,2024-12-23,pagado
1777,2260,2026-03-27,8818.38,9.13,60,183.61,8466.16,2031-03-27,activo
1778,2261,2026-02-12,42307.86,9.28,60,884.01,40054.57,2031-02-12,activo
1779,2263,2023-11-03,246855.84,10.37,360,2234.28,243149.8,2053-11-03,mora
1780,2264,2026-06-30,18012.14,8.18,36,565.89,18012.14,2029-06-29,activo
1781,2265,2025-12-25,290478.97,8.52,360,2236.67,289595.16,2055-12-26,activo
1782,2266,2024-11-24,22079.95,8.7,12,1927.9,0,2025-11-24,pagado
1783,2267,2026-05-14,18259.54,7.43,12,1583.57,16789.03,2027-05-14,activo
1784,2269,2023-03-11,14341.92,7.86,48,349.17,2713.67,2027-03-11,mora
1785,2271,2024-01-09,14197.36,11.17,84,244.34,10627.63,2031-01-08,activo
1786,2272,2025-12-16,24963.97,6.97,36,770.48,21156.17,2028-12-15,activo
1787,2273,2026-03-08,282891.38,9.27,300,2426.05,282408.09,2051-03-09,impagado
1788,2274,2025-06-25,6763.05,10.89,60,146.67,5686.84,2030-06-25,activo
1789,2275,2023-11-21,313415.72,11.85,360,3187.69,310072.4,2053-11-21,mora
1790,2276,2026-01-01,20585.59,11.15,24,960.9,15859.23,2028-01-01,activo
1791,2277,2023-06-25,1917.01,9.19,12,167.82,0,2024-06-24,pagado
1792,2278,2025-12-17,5912.62,10.58,12,521.41,3034.14,2026-12-17,activo
1793,2279,2026-04-04,4957.08,8.99,12,433.48,4161.42,2027-04-04,activo
1794,2280,2024-04-28,2073.5,12.07,36,68.94,652.72,2027-04-28,activo
1795,2281,2026-02-03,17678.9,11.35,24,826.84,15002.72,2028-02-03,activo
1796,2282,2024-08-25,11906.17,10.08,24,549.84,1086.21,2026-08-25,activo
1797,2283,2024-07-02,27635.28,9.32,24,1266.52,1.37,2026-07-02,mora
1798,2284,2024-08-04,22028.01,9.7,48,555.52,12528.99,2028-08-04,mora
1799,2285,2025-09-20,3728.0,9.42,60,78.15,3273.96,2030-09-20,activo
1800,2286,2026-03-18,24370.83,9.9,60,516.64,23416.26,2031-03-18,activo
1801,2288,2023-12-09,28986.71,8.56,24,1318.42,0,2025-12-08,pagado
1802,2289,2025-01-22,237692.75,9.55,360,2006.63,235608.34,2055-01-23,mora
1803,2290,2024-07-28,12908.02,9.81,12,1133.68,0,2025-07-28,pagado
1804,2293,2025-08-16,33732.82,9.74,72,620.54,30135.97,2031-08-16,activo
1805,2294,2026-01-31,29466.87,10.21,48,750.34,27442.71,2030-01-31,impagado
1806,2295,2025-12-11,10489.88,8.52,24,476.92,8031.96,2027-12-11,mora
1807,2297,2023-06-28,17221.5,8.6,24,783.58,0.6,2025-06-27,pagado
1808,2298,2024-03-05,17583.85,8.67,12,1535.04,0.05,2025-03-05,pagado
1809,2299,2025-05-22,8729.68,10.13,12,767.99,0.19,2026-05-22,pagado
1810,2300,2024-07-12,26072.11,11.79,60,577.17,17833.22,2029-07-12,mora
1811,2301,2026-01-07,6241.33,9.96,60,132.49,5831.14,2031-01-07,activo
1812,2302,2024-10-28,44488.1,8.73,60,917.61,32432.61,2029-10-28,activo
1813,2303,2024-12-12,25658.06,8.23,60,523.09,19032.01,2029-12-12,activo
1814,2304,2026-04-11,139499.29,10.73,360,1300.01,139393.51,2056-04-11,activo
1815,2307,2025-12-31,10102.05,9.68,24,464.66,7756.16,2027-12-31,activo
1816,2308,2024-10-31,27105.57,8.3,24,1229.68,4833.4,2026-10-31,mora
1817,2309,2025-02-17,190172.53,9.62,300,1677.69,187569.31,2050-02-18,activo
