id_solicitud,id_cliente,fecha_solicitud,tipo_credito,importe_solicitado,plazo_meses,finalidad,score_solicitud,ratio_endeudamiento,estado_solicitud,motivo_rechazo
1985,2619,2025-02-02,vehiculo,31468.43,36,reforma,769,33.22,aprobada,\N
1986,2620,2026-06-18,personal,25796.37,48,liquidez,687,14.01,aprobada,\N
1987,2621,2025-07-07,personal,22461.06,36,consumo,723,7.4,aprobada,\N
1988,2621,2026-02-14,personal,25391.94,60,vehiculo,674,12.61,aprobada,\N
1989,2624,2026-05-12,personal,17758.67,36,vivienda,723,38.14,aprobada,\N
1990,2626,2024-06-20,personal,21236.33,36,vivienda,699,12.69,aprobada,\N
1991,2627,2025-04-14,vehiculo,17218.68,72,vivienda,589,21.36,rechazada,score_crediticio_bajo
1992,2629,2026-02-23,personal,29686.81,36,vivienda,695,16.72,aprobada,\N
1993,2631,2024-08-22,personal,8921.35,36,liquidez,755,38.89,aprobada,\N
1994,2632,2025-01-18,vehiculo,16733.09,48,vehiculo,615,37.25,aprobada,\N
1995,2633,2023-03-25,personal,21128.01,36,consumo,739,28.37,aprobada,\N
1996,2633,2024-11-07,personal,29818.29,60,vehiculo,734,34.43,aprobada,\N
1997,2635,2025-12-15,personal,4987.81,24,vivienda,695,24.79,aprobada,\N
1998,2638,2025-12-18,vehiculo,36002.74,72,liquidez,680,10.44,aprobada,\N
1999,2639,2025-04-28,hipotecario,223832.64,300,reforma,677,39.62,aprobada,\N
2000,2639,2026-03-18,hipotecario,133635.66,360,liquidez,677,21.59,aprobada,\N
2001,2646,2024-08-27,vehiculo,36204.4,36,liquidez,490,48.81,rechazada,score_crediticio_bajo
2002,2646,2026-05-04,personal,27537.44,60,consumo,593,29.35,rechazada,score_crediticio_bajo
2003,2647,2026-06-30,vehiculo,9036.1,36,consumo,764,25.59,aprobada,\N
2004,2647,2026-06-27,vehiculo,22944.94,84,vehiculo,837,35.62,aprobada,\N
2005,2649,2024-07-27,hipotecario,98997.74,360,consumo,686,22.5,rechazada,ingresos_insuficientes
2006,2649,2024-11-09,hipotecario,85279.47,300,vivienda,718,30.69,rechazada,ingresos_insuficientes
2007,2650,2026-06-14,vehiculo,36987.9,48,vivienda,772,26.9,aprobada,\N
2008,2650,2023-10-17,personal,10760.68,24,liquidez,743,22.02,aprobada,\N
2009,2652,2023-05-06,hipotecario,70022.41,240,reforma,679,23.04,rechazada,criterios_riesgo
2010,2652,2024-07-02,personal,1796.8,24,consumo,694,29.42,aprobada,\N
2011,2653,2026-04-25,personal,27252.19,36,consumo,701,29.47,aprobada,\N
2012,2653,2026-04-27,vehiculo,15323.65,48,liquidez,706,50.08,aprobada,\N
2013,2654,2024-12-24,personal,28630.58,60,vehiculo,776,37.6,aprobada,\N
2014,2654,2024-10-19,vehiculo,37424.54,48,consumo,742,34.47,aprobada,\N
2015,2657,2026-01-22,hipotecario,212530.63,180,vivienda,736,21.27,aprobada,\N
2016,2658,2026-02-10,personal,21244.36,12,vivienda,812,14.43,aprobada,\N
2017,2659,2023-10-04,personal,28349.83,60,liquidez,795,8.36,aprobada,\N
2018,2660,2024-05-17,vehiculo,40890.42,36,consumo,659,34.37,aprobada,\N
2019,2666,2023-07-21,vehiculo,31698.74,72,consumo,659,31.21,aprobada,\N
2020,2667,2026-06-04,vehiculo,44008.81,72,vivienda,622,17.78,aprobada,\N
2021,2669,2023-02-26,vehiculo,39825.62,48,reforma,750,4.21,aprobada,\N
2022,2670,2023-01-19,personal,22466.81,48,vehiculo,707,30.57,aprobada,\N
2023,2671,2023-10-29,hipotecario,119953.15,180,consumo,780,27.04,aprobada,\N
2024,2672,2026-06-16,vehiculo,43147.48,48,liquidez,749,8.39,aprobada,\N
2025,2673,2025-07-09,personal,26106.77,60,consumo,783,0,aprobada,\N
2026,2674,2026-05-12,vehiculo,24698.71,60,liquidez,656,14.48,aprobada,\N
2027,2675,2023-09-14,hipotecario,82603.61,180,reforma,631,52.96,rechazada,criterios_riesgo
2028,2675,2025-03-05,personal,3378.48,36,vehiculo,642,26.45,aprobada,\N
2029,2678,2025-12-18,personal,17573.99,60,consumo,672,39.49,aprobada,\N
2030,2680,2024-04-11,hipotecario,311637.33,180,reforma,697,40.58,aprobada,\N
2031,2682,2026-06-01,personal,15540.35,48,consumo,690,28.04,aprobada,\N
2032,2682,2025-01-08,vehiculo,41393.81,72,vivienda,753,32.82,aprobada,\N
2033,2684,2023-06-20,personal,13480.18,36,consumo,760,37.71,aprobada,\N
2034,2686,2023-01-02,personal,28624.63,36,liquidez,827,29.53,aprobada,\N
2035,2687,2024-06-16,personal,5267.69,12,vehiculo,602,47.6,rechazada,score_crediticio_bajo
2036,2688,2025-12-01,personal,7559.75,48,vehiculo,775,25.76,aprobada,\N
2037,2689,2023-10-29,personal,13300.83,24,vehiculo,732,5.53,aprobada,\N
2038,2690,2025-10-19,personal,2846.72,24,reforma,730,33.09,rechazada,ingresos_insuficientes
2039,2692,2026-05-11,vehiculo,22186.54,84,reforma,721,57.31,rechazada,endeudamiento_elevado
2040,2693,2024-05-09,hipotecario,309522.2,360,reforma,570,69.73,rechazada,score_crediticio_bajo
2041,2695,2025-12-16,personal,13432.82,36,vehiculo,614,22.54,aprobada,\N
2042,2696,2026-01-10,hipotecario,189704.79,240,liquidez,567,62.2,rechazada,score_crediticio_bajo
2043,2699,2024-12-27,personal,29072.53,36,reforma,663,34.08,aprobada,\N
2044,2700,2024-03-04,vehiculo,22142.45,72,consumo,832,31.38,aprobada,\N
2045,2702,2023-03-27,personal,25129.36,60,consumo,800,24.84,aprobada,\N
2046,2702,2023-04-03,personal,26063.99,48,liquidez,802,34.51,aprobada,\N
2047,2704,2025-10-20,personal,6193.39,60,liquidez,638,3.84,aprobada,\N
2048,2704,2025-02-11,personal,3915.68,48,consumo,650,23.73,aprobada,\N
2049,2705,2023-01-19,personal,1608.76,48,vehiculo,773,23.26,aprobada,\N
2050,2707,2026-05-20,personal,25810.91,24,vehiculo,662,19.24,aprobada,\N
2051,2707,2025-08-01,personal,12197.37,12,reforma,666,32.1,aprobada,\N
2052,2709,2025-09-08,personal,6848.65,60,vivienda,721,73.58,rechazada,endeudamiento_elevado
2053,2709,2025-04-26,vehiculo,41837.01,36,liquidez,776,24.34,aprobada,\N
2054,2710,2024-02-24,personal,26483.9,12,liquidez,623,3.16,aprobada,\N
2055,2713,2025-08-30,personal,11567.23,36,consumo,728,18.14,aprobada,\N
2056,2713,2024-04-30,personal,8677.99,36,liquidez,720,21.21,aprobada,\N
2057,2714,2023-03-21,personal,10461.0,24,liquidez,696,30.49,aprobada,\N
2058,2715,2025-12-22,hipotecario,210218.18,300,vehiculo,494,95,rechazada,score_crediticio_bajo
2059,2715,2025-03-16,personal,2383.54,48,vehiculo,599,56.36,rechazada,score_crediticio_bajo
2060,2715,2023-10-18,personal,28066.46,12,liquidez,622,49.68,rechazada,ingresos_insuficientes
2061,2718,2025-02-04,personal,26204.49,48,vehiculo,718,34.77,aprobada,\N
2062,2719,2026-06-17,personal,9280.28,24,consumo,631,40.39,aprobada,\N
2063,2719,2026-06-19,personal,19726.34,12,liquidez,663,23.57,aprobada,\N
2064,2720,2024-02-10,personal,22689.32,12,vivienda,831,24.42,aprobada,\N
2065,2720,2023-12-24,personal,14519.86,24,reforma,753,30.14,aprobada,\N
2066,2722,2026-02-05,personal,15083.11,60,vehiculo,685,38.9,aprobada,\N
2067,2722,2026-05-09,personal,16226.34,48,vehiculo,696,42.21,aprobada,\N
2068,2722,2024-06-05,personal,15555.96,60,reforma,694,12.02,aprobada,\N
2069,2724,2024-09-23,vehiculo,32806.82,84,consumo,759,20.19,aprobada,\N
2070,2724,2025-05-27,personal,23438.72,60,liquidez,759,30.9,aprobada,\N
2071,2725,2025-12-03,personal,28362.8,24,consumo,770,35.49,aprobada,\N
2072,2726,2023-11-16,personal,29437.92,12,liquidez,723,16.65,aprobada,\N
2073,2727,2023-03-07,personal,23680.38,60,liquidez,718,34.74,aprobada,\N
2074,2727,2025-09-11,personal,13563.41,36,reforma,751,30.06,aprobada,\N
2075,2727,2025-02-10,hipotecario,181571.7,360,liquidez,707,35.19,aprobada,\N
2076,2728,2023-02-09,hipotecario,119573.47,300,consumo,605,24.06,rechazada,score_crediticio_bajo
2077,2732,2023-05-07,personal,26760.81,36,reforma,758,18.38,aprobada,\N
2078,2735,2023-12-24,vehiculo,17096.74,48,reforma,574,17.86,rechazada,score_crediticio_bajo
2079,2736,2023-04-26,vehiculo,15263.44,48,consumo,640,48.58,aprobada,\N
2080,2736,2025-06-26,personal,18935.95,48,reforma,680,18.16,aprobada,\N
2081,2739,2024-06-11,vehiculo,37004.63,72,vivienda,500,95,rechazada,score_crediticio_bajo
2082,2740,2023-03-17,vehiculo,44858.36,72,liquidez,831,38.83,aprobada,\N
2083,2744,2025-03-17,personal,16980.94,24,reforma,702,21.22,aprobada,\N
2084,2745,2024-09-13,personal,18985.49,36,liquidez,774,25.9,aprobada,\N
2085,2746,2024-10-29,personal,7579.6,60,vivienda,709,0,aprobada,\N
2086,2747,2024-06-15,personal,28756.86,60,vivienda,803,12.54,aprobada,\N
2087,2748,2023-08-16,personal,16774.53,36,vehiculo,697,34.6,aprobada,\N
2088,2748,2026-02-03,personal,20752.77,48,vivienda,660,35.32,aprobada,\N
2089,2751,2026-01-17,personal,28051.85,24,liquidez,781,47.31,aprobada,\N
2090,2751,2025-10-01,vehiculo,26622.91,60,consumo,793,4.14,aprobada,\N
2091,2752,2025-02-23,hipotecario,285827.52,360,vehiculo,658,38.79,aprobada,\N
2092,2754,2025-01-13,vehiculo,38896.16,72,reforma,740,0,aprobada,\N
2093,2754,2025-10-13,personal,11845.82,12,vehiculo,694,19.97,aprobada,\N
2094,2754,2025-01-23,hipotecario,74509.06,180,reforma,709,27.57,aprobada,\N
2095,2755,2025-07-15,personal,15735.51,24,vehiculo,723,12.25,aprobada,\N
2096,2755,2025-08-28,hipotecario,255001.32,240,reforma,690,42.62,aprobada,\N
2097,2756,2024-04-12,personal,8093.81,60,vehiculo,727,48.61,aprobada,\N
2098,2756,2024-05-14,personal,6374.48,24,vivienda,733,14.09,aprobada,\N
2099,2757,2023-09-08,personal,5245.67,12,vehiculo,696,45.0,aprobada,\N
2100,2758,2024-02-01,personal,13159.14,36,reforma,675,56.63,rechazada,endeudamiento_elevado
2101,2759,2025-12-07,personal,18635.74,60,consumo,626,0,aprobada,\N
2102,2759,2023-08-15,personal,10140.33,24,reforma,606,52.99,rechazada,score_crediticio_bajo
2103,2760,2023-03-05,personal,19364.86,24,vivienda,793,33.12,aprobada,\N
2104,2761,2025-04-03,vehiculo,18961.46,84,consumo,774,23.63,aprobada,\N
2105,2762,2025-12-19,vehiculo,21874.15,72,reforma,691,33.86,aprobada,\N
2106,2763,2026-04-13,personal,4046.59,12,vivienda,681,39.19,aprobada,\N
2107,2765,2023-02-24,personal,29688.65,60,liquidez,611,8.6,aprobada,\N
2108,2765,2026-01-04,personal,29819.58,24,liquidez,619,17.08,aprobada,\N
2109,2767,2026-06-26,personal,5894.12,12,liquidez,767,48.16,aprobada,\N
2110,2767,2026-06-20,vehiculo,14656.0,84,consumo,785,17.51,aprobada,\N
2111,2770,2025-01-02,personal,16777.79,24,vehiculo,769,24.2,aprobada,\N
2112,2771,2024-01-24,hipotecario,80289.79,180,vehiculo,741,31.54,aprobada,\N
2113,2772,2026-02-01,vehiculo,20598.82,72,vivienda,650,24.96,aprobada,\N
2114,2772,2023-01-27,personal,9485.71,60,liquidez,713,29.34,aprobada,\N
2115,2773,2026-03-28,vehiculo,37836.83,84,reforma,726,41.16,aprobada,\N
2116,2773,2024-08-27,personal,25102.99,24,reforma,738,16.3,aprobada,\N
2117,2774,2026-06-10,personal,7437.89,60,vivienda,659,43.53,aprobada,\N
2118,2778,2024-04-02,personal,5825.94,48,vehiculo,714,31.53,aprobada,\N
2119,2779,2026-02-01,personal,28973.6,24,vehiculo,731,31.05,aprobada,\N
2120,2780,2026-03-12,vehiculo,20734.46,60,vehiculo,820,53.28,aprobada,\N
2121,2780,2026-06-01,vehiculo,31319.85,72,consumo,807,44.0,aprobada,\N
2122,2781,2026-04-16,personal,13982.61,24,consumo,513,17.8,rechazada,score_crediticio_bajo
2123,2782,2026-03-22,personal,26280.44,24,consumo,760,40.16,aprobada,\N
2124,2784,2023-12-24,personal,24893.5,60,consumo,810,12.1,aprobada,\N
2125,2784,2023-02-10,personal,16412.21,12,consumo,800,33.34,aprobada,\N
2126,2785,2026-06-08,personal,21620.26,48,liquidez,655,28.99,aprobada,\N
2127,2786,2024-12-03,personal,15070.59,48,liquidez,786,5.02,aprobada,\N
2128,2786,2025-01-18,personal,5482.05,48,vehiculo,721,26.47,aprobada,\N
2129,2786,2025-12-01,hipotecario,167538.92,360,reforma,742,46.47,aprobada,\N
2130,2788,2025-10-28,vehiculo,11301.42,36,vehiculo,700,24.75,aprobada,\N
2131,2788,2023-04-09,hipotecario,157297.7,360,consumo,668,58.07,rechazada,endeudamiento_elevado
2132,2789,2023-08-11,hipotecario,253246.03,240,liquidez,831,40.58,aprobada,\N
2133,2791,2024-04-11,personal,27292.27,48,liquidez,739,15.28,aprobada,\N
2134,2792,2025-11-07,hipotecario,293611.42,360,reforma,788,66.49,rechazada,endeudamiento_elevado
2135,2792,2025-10-06,personal,4291.24,36,vehiculo,882,21.77,aprobada,\N
2136,2792,2024-12-05,vehiculo,21673.45,48,liquidez,840,9.48,aprobada,\N
2137,2793,2023-06-04,personal,12436.27,48,vivienda,690,49.9,aprobada,\N
2138,2793,2025-08-04,personal,15970.36,24,consumo,729,45.11,aprobada,\N
2139,2794,2026-06-21,personal,9055.51,36,vivienda,750,40.29,aprobada,\N
2140,2795,2025-08-19,vehiculo,35954.87,72,liquidez,752,13.55,aprobada,\N
2141,2795,2023-10-03,personal,19510.33,24,vivienda,767,19.25,aprobada,\N
2142,2796,2024-11-22,vehiculo,9952.15,36,reforma,707,11.05,aprobada,\N
2143,2798,2025-05-16,personal,26299.34,36,reforma,603,71.14,rechazada,score_crediticio_bajo
2144,2802,2024-09-07,personal,21468.78,12,liquidez,730,20.63,aprobada,\N
2145,2805,2026-05-05,personal,20351.54,48,consumo,841,31.18,aprobada,\N
2146,2808,2024-10-05,personal,3694.82,12,liquidez,602,53.43,rechazada,score_crediticio_bajo
2147,2808,2024-06-26,personal,2924.49,24,liquidez,656,57.37,rechazada,endeudamiento_elevado
2148,2810,2024-06-01,personal,4021.25,12,reforma,746,21.33,aprobada,\N
2149,2811,2024-06-19,personal,16689.87,48,vivienda,716,3.13,aprobada,\N
2150,2811,2024-04-07,vehiculo,21514.51,60,vehiculo,758,38.37,aprobada,\N
2151,2812,2023-02-09,personal,3395.59,12,liquidez,749,36.89,aprobada,\N
2152,2814,2025-05-13,personal,27551.41,60,vivienda,679,30.21,aprobada,\N
2153,2815,2023-07-18,personal,21163.75,48,vehiculo,823,11.62,aprobada,\N
2154,2817,2025-05-08,vehiculo,29754.16,84,reforma,564,27.16,rechazada,score_crediticio_bajo
2155,2818,2023-03-21,personal,5913.99,12,consumo,709,5.97,aprobada,\N
2156,2821,2026-03-21,hipotecario,220103.85,180,liquidez,692,30.62,aprobada,\N
2157,2822,2023-04-23,personal,18925.04,24,reforma,654,22.08,aprobada,\N
2158,2823,2026-06-05,vehiculo,32993.9,72,liquidez,610,45.35,aprobada,\N
2159,2825,2023-11-07,personal,25120.92,24,liquidez,820,25.4,aprobada,\N
2160,2825,2024-09-05,personal,13494.27,12,vivienda,766,10.87,aprobada,\N
2161,2827,2026-06-21,personal,14976.16,36,consumo,725,59.77,rechazada,endeudamiento_elevado
2162,2828,2023-01-25,personal,23242.15,60,consumo,726,32.67,aprobada,\N
2163,2829,2024-12-07,vehiculo,11998.8,48,vehiculo,781,32.17,aprobada,\N
2164,2830,2024-06-10,hipotecario,89722.44,300,reforma,741,46.91,rechazada,ingresos_insuficientes
2165,2834,2026-05-15,personal,27048.85,12,consumo,793,28.56,aprobada,\N
2166,2834,2023-08-15,vehiculo,27792.23,48,reforma,822,15.72,aprobada,\N
2167,2834,2023-07-02,personal,11885.74,12,liquidez,818,30.46,aprobada,\N
2168,2835,2025-09-18,vehiculo,24566.35,36,vehiculo,741,36.73,aprobada,\N
2169,2837,2025-01-26,vehiculo,12905.79,48,liquidez,658,26.86,aprobada,\N
2170,2839,2023-05-30,personal,16933.61,48,vivienda,709,32.69,aprobada,\N
2171,2839,2023-12-09,personal,28560.8,60,liquidez,674,22.9,aprobada,\N
2172,2840,2026-05-20,personal,20019.3,36,vehiculo,576,0,rechazada,score_crediticio_bajo
2173,2841,2023-04-25,personal,10661.88,36,consumo,780,6.98,aprobada,\N
2174,2843,2024-06-27,personal,25250.45,48,consumo,844,33.1,aprobada,\N
2175,2843,2026-03-10,hipotecario,92862.75,240,liquidez,886,42.59,aprobada,\N
2176,2844,2023-08-06,personal,10979.36,60,liquidez,812,36.93,aprobada,\N
2177,2844,2023-08-11,vehiculo,44168.92,60,vehiculo,756,0,aprobada,\N
2178,2846,2026-03-13,vehiculo,29170.62,60,liquidez,827,18.19,aprobada,\N
2179,2848,2026-06-11,personal,16737.31,12,vehiculo,706,0,aprobada,\N
2180,2850,2025-08-24,hipotecario,250910.84,240,vivienda,739,36.98,aprobada,\N
2181,2852,2025-07-13,personal,16546.01,12,vivienda,672,19.68,aprobada,\N
2182,2854,2023-02-06,personal,2059.68,24,vehiculo,721,38.05,aprobada,\N
2183,2855,2023-03-08,personal,2486.75,48,vivienda,743,22.0,aprobada,\N
2184,2856,2024-11-03,personal,27594.07,24,liquidez,725,55.79,rechazada,endeudamiento_elevado
2185,2859,2025-07-01,hipotecario,171129.11,180,reforma,624,41.38,aprobada,\N
2186,2860,2023-01-24,hipotecario,314992.73,300,consumo,534,95,rechazada,score_crediticio_bajo
2187,2861,2023-08-14,personal,16222.93,48,consumo,637,35.42,aprobada,\N
2188,2862,2025-02-03,personal,12707.11,48,vivienda,603,22.6,rechazada,score_crediticio_bajo
2189,2862,2026-05-04,vehiculo,34101.47,84,vehiculo,619,46.12,aprobada,\N
2190,2865,2025-01-10,vehiculo,35249.86,36,liquidez,761,28.12,aprobada,\N
2191,2866,2025-08-16,personal,25836.29,12,liquidez,710,40.43,aprobada,\N
2192,2866,2025-08-17,hipotecario,254383.81,360,reforma,730,10.51,aprobada,\N
2193,2867,2023-02-09,vehiculo,9489.93,60,reforma,681,51.08,aprobada,\N
2194,2868,2024-01-01,personal,8020.75,24,vehiculo,758,22.08,aprobada,\N
2195,2869,2023-09-13,personal,29606.31,24,consumo,742,27.46,aprobada,\N
2196,2870,2026-06-26,hipotecario,205600.74,360,reforma,742,46.48,aprobada,\N
2197,2873,2023-08-15,hipotecario,278536.7,360,reforma,642,48.47,aprobada,\N
2198,2875,2023-03-18,personal,4708.69,36,liquidez,720,4.25,aprobada,\N
2199,2876,2024-06-02,personal,8049.37,12,vivienda,665,34.39,aprobada,\N
2200,2878,2025-02-14,personal,7164.51,36,vehiculo,655,36.7,aprobada,\N
2201,2884,2026-04-09,vehiculo,39565.46,72,vivienda,711,23.29,aprobada,\N
2202,2885,2023-05-12,hipotecario,266919.67,240,vehiculo,740,40.33,aprobada,\N
2203,2887,2025-05-22,personal,16266.07,48,liquidez,675,15.16,aprobada,\N
2204,2889,2026-01-28,hipotecario,279254.74,180,vivienda,528,95,rechazada,score_crediticio_bajo
2205,2890,2025-02-03,personal,5241.06,48,consumo,671,30.51,aprobada,\N
2206,2891,2026-06-09,vehiculo,41249.12,36,vivienda,539,25.9,rechazada,score_crediticio_bajo
2207,2894,2025-06-18,vehiculo,27119.69,36,liquidez,763,31.35,aprobada,\N
2208,2897,2025-10-11,personal,4064.78,12,reforma,694,16.06,aprobada,\N
2209,2899,2026-05-08,vehiculo,11374.93,84,consumo,661,45.27,aprobada,\N
2210,2904,2025-12-26,vehiculo,41478.98,84,vivienda,596,35.08,rechazada,score_crediticio_bajo
2211,2905,2026-01-26,personal,8107.41,36,reforma,683,16.06,aprobada,\N
2212,2908,2025-11-24,vehiculo,29147.97,36,reforma,643,16.09,rechazada,ingresos_insuficientes
2213,2910,2025-12-30,personal,21785.85,12,consumo,739,26.58,aprobada,\N
2214,2914,2025-09-24,hipotecario,202743.25,180,reforma,574,79.06,rechazada,score_crediticio_bajo
2215,2916,2024-01-06,personal,20940.15,36,vivienda,629,45.45,rechazada,ingresos_insuficientes
2216,2919,2024-04-22,personal,25583.84,24,vehiculo,687,58.47,rechazada,endeudamiento_elevado
2217,2926,2026-01-05,personal,19564.37,48,consumo,696,19.84,aprobada,\N
2218,2929,2023-07-29,vehiculo,11359.52,84,reforma,739,27.4,aprobada,\N
2219,2930,2025-11-06,hipotecario,230697.83,360,liquidez,677,29.92,aprobada,\N
2220,2931,2023-12-27,vehiculo,42208.1,48,vivienda,715,35.77,aprobada,\N
2221,2934,2026-02-19,personal,7006.14,48,reforma,748,0,aprobada,\N
2222,2937,2023-02-13,personal,22649.4,60,liquidez,661,29.67,aprobada,\N
2223,2938,2025-03-31,vehiculo,12664.16,36,liquidez,651,26.16,aprobada,\N
2224,2940,2024-11-27,vehiculo,16641.96,48,consumo,743,37.4,aprobada,\N
2225,2943,2026-06-08,personal,2385.04,12,vehiculo,744,41.2,aprobada,\N
2226,2945,2025-11-07,vehiculo,19775.92,84,liquidez,679,28.29,aprobada,\N
2227,2946,2024-04-25,hipotecario,185328.2,180,vehiculo,659,60.06,rechazada,endeudamiento_elevado
2228,2946,2025-07-04,vehiculo,10520.51,60,vehiculo,757,32.04,aprobada,\N
2229,2948,2026-06-29,hipotecario,166634.45,360,vehiculo,705,29.13,aprobada,\N
2230,2949,2025-01-23,vehiculo,12196.99,84,liquidez,724,30.05,rechazada,ingresos_insuficientes
2231,2951,2025-04-26,personal,2733.05,60,liquidez,731,21.47,aprobada,\N
2232,2951,2024-08-12,personal,29496.68,36,consumo,710,27.49,aprobada,\N
2233,2951,2025-07-16,vehiculo,25401.3,72,consumo,700,25.57,aprobada,\N
2234,2953,2024-03-08,vehiculo,30156.05,60,reforma,737,21.19,aprobada,\N
2235,2955,2023-04-11,hipotecario,238956.01,300,liquidez,759,64.32,rechazada,endeudamiento_elevado
2236,2956,2026-02-28,personal,29199.07,36,reforma,568,13.49,rechazada,score_crediticio_bajo
2237,2958,2025-05-23,personal,12478.2,60,vehiculo,640,37.26,aprobada,\N
2238,2958,2023-11-02,vehiculo,9883.22,36,vivienda,699,29.52,aprobada,\N
2239,2960,2023-01-12,personal,23526.3,48,reforma,754,33.43,rechazada,ingresos_insuficientes
2240,2960,2025-08-23,personal,1636.12,48,consumo,816,29.3,rechazada,ingresos_insuficientes
2241,2962,2023-02-01,personal,10828.98,36,liquidez,761,37.75,aprobada,\N
2242,2963,2023-04-09,personal,21906.37,12,reforma,653,24.7,aprobada,\N
2243,2965,2026-03-29,hipotecario,152167.93,180,liquidez,701,33.78,aprobada,\N
2244,2966,2025-09-07,vehiculo,25835.6,36,reforma,652,27.14,aprobada,\N
2245,2966,2025-04-02,vehiculo,11183.75,60,reforma,693,43.15,aprobada,\N
2246,2971,2023-04-30,personal,25166.6,12,liquidez,670,35.84,rechazada,ingresos_insuficientes
2247,2973,2025-10-13,hipotecario,248448.24,240,consumo,544,95,rechazada,score_crediticio_bajo
2248,2976,2026-05-08,vehiculo,23760.77,84,reforma,629,13.23,aprobada,\N
2249,2980,2023-10-01,vehiculo,11469.5,36,reforma,639,12.65,aprobada,\N
2250,2980,2026-02-19,personal,5328.94,36,liquidez,642,32.6,aprobada,\N
2251,2982,2025-10-13,personal,28721.04,36,consumo,711,23.55,aprobada,\N
2252,2986,2023-01-24,vehiculo,27611.24,48,consumo,660,34.78,rechazada,ingresos_insuficientes
2253,2987,2025-09-28,personal,4378.17,24,consumo,782,24.55,aprobada,\N
2254,2987,2026-01-04,vehiculo,27617.67,84,reforma,733,49.72,aprobada,\N
2255,2990,2023-11-10,personal,26486.02,48,vivienda,709,17.51,aprobada,\N
2256,2991,2026-06-30,personal,2921.19,60,reforma,787,30.44,aprobada,\N
2257,2992,2023-05-28,personal,13131.98,36,consumo,623,44.95,aprobada,\N
2258,2992,2023-12-23,personal,14458.39,12,reforma,655,29.14,aprobada,\N
2259,2993,2023-01-10,personal,7615.8,24,vivienda,600,14.57,rechazada,score_crediticio_bajo
2260,2994,2026-03-24,personal,8818.38,60,reforma,732,49.29,aprobada,\N
2261,2995,2026-02-09,vehiculo,42307.86,60,vivienda,760,11.69,aprobada,\N
2262,2997,2024-08-24,personal,16604.45,60,liquidez,575,28.65,rechazada,score_crediticio_bajo
2263,2997,2023-10-26,hipotecario,246855.84,360,vehiculo,626,39.66,aprobada,\N
2264,2999,2026-06-29,personal,18012.14,36,consumo,747,31.44,aprobada,\N
2265,3000,2025-12-14,hipotecario,290478.97,360,vehiculo,748,36.94,aprobada,\N
2266,3000,2024-11-13,personal,22079.95,12,consumo,768,32.13,aprobada,\N
2267,3000,2026-05-06,personal,18259.54,12,vivienda,805,24.86,aprobada,\N
2268,3001,2023-07-14,vehiculo,11675.51,72,vehiculo,620,35.86,rechazada,ingresos_insuficientes
2269,3002,2023-03-07,personal,14341.92,48,consumo,780,49.27,aprobada,\N
2270,3003,2025-05-22,hipotecario,315161.78,240,liquidez,587,49.1,rechazada,score_crediticio_bajo
2271,3003,2024-01-07,vehiculo,14197.36,84,reforma,612,24.25,aprobada,\N
2272,3004,2025-12-08,vehiculo,24963.97,36,vivienda,820,21.01,aprobada,\N
2273,3004,2026-03-04,hipotecario,282891.38,300,consumo,756,33.31,aprobada,\N
2274,3005,2025-06-18,personal,6763.05,60,liquidez,645,37.47,aprobada,\N
2275,3005,2023-11-11,hipotecario,313415.72,360,consumo,638,50.01,aprobada,\N
2276,3005,2025-12-29,personal,20585.59,24,consumo,635,54.89,aprobada,\N
2277,3007,2023-06-14,personal,1917.01,12,consumo,715,19.49,aprobada,\N
2278,3009,2025-12-15,personal,5912.62,12,consumo,688,27.84,aprobada,\N
2279,3010,2026-03-25,personal,4957.08,12,vehiculo,721,37.19,aprobada,\N
2280,3011,2024-04-20,personal,2073.5,36,liquidez,620,13.71,aprobada,\N
2281,3011,2026-01-28,personal,17678.9,24,consumo,639,1.4,aprobada,\N
2282,3013,2024-08-17,personal,11906.17,24,liquidez,673,36.36,aprobada,\N
2283,3014,2024-06-30,personal,27635.28,24,vivienda,772,23.25,aprobada,\N
2284,3017,2024-08-02,personal,22028.01,48,vehiculo,752,31.22,aprobada,\N
2285,3019,2025-09-19,personal,3728.0,60,reforma,714,13.86,aprobada,\N
2286,3020,2026-03-16,vehiculo,24370.83,60,liquidez,748,48.18,aprobada,\N
2287,3021,2023-10-07,hipotecario,267068.36,300,vivienda,733,76.17,rechazada,endeudamiento_elevado
2288,3022,2023-12-04,personal,28986.71,24,consumo,778,51.35,aprobada,\N
2289,3026,2025-01-20,hipotecario,237692.75,360,vivienda,707,44.2,aprobada,\N
2290,3026,2024-07-16,personal,12908.02,12,vivienda,753,0,aprobada,\N
2291,3028,2026-03-09,hipotecario,300543.56,240,reforma,450,95,rechazada,score_crediticio_bajo
2292,3028,2026-04-28,personal,9295.07,12,vivienda,557,43.26,rechazada,score_crediticio_bajo
2293,3031,2025-08-11,vehiculo,33732.82,72,vehiculo,753,21.77,aprobada,\N
2294,3032,2026-01-26,personal,29466.87,48,vivienda,658,40.81,aprobada,\N
2295,3034,2025-12-08,personal,10489.88,24,reforma,730,16.13,aprobada,\N
2296,3036,2026-03-27,hipotecario,101821.67,240,liquidez,670,26.5,rechazada,ingresos_insuficientes
2297,3037,2023-06-21,personal,17221.5,24,vivienda,762,33.69,aprobada,\N
