id_cliente,fecha_alta,fecha_nacimiento,genero,estado_civil,nivel_estudios,situacion_laboral,antiguedad_laboral_anios,ingresos_mensuales,num_dependientes,tipo_vivienda,provincia,estado_cliente
2244,2026-06-24,2008-03-16,mujer,divorciado,secundaria,empleado,0,2789.5,0,propia,Sevilla,activo
2245,2024-07-29,1954-10-30,hombre,soltero,formacion_profesional,autonomo,3.0,5873.98,0,propia,Valencia,activo
2246,2022-09-12,1969-11-30,hombre,divorciado,posgrado,jubilado,\N,1837.65,0,alquiler,Murcia,activo
2247,2007-02-04,1980-07-21,mujer,casado,posgrado,empleado,7.9,1419.33,0,hipotecada,A Coruña,activo
2248,2010-07-24,1988-03-09,hombre,casado,bachillerato,empleado,6.8,1671.46,1,hipotecada,Zaragoza,activo
2249,2025-11-06,2006-08-28,mujer,soltero,universitario,empleado,1,3311.71,2,alquiler,Vizcaya,activo
2250,2011-06-19,1984-06-06,mujer,viudo,universitario,empleado,8.0,1967.3,0,hipotecada,Vizcaya,activo
2251,2010-09-05,1980-06-24,mujer,divorciado,secundaria,empleado,13.0,3047.03,0,hipotecada,Sevilla,activo
2252,2014-07-13,1979-02-12,mujer,divorciado,universitario,empleado,1.4,1542.42,0,familiar,Madrid,activo
2253,2023-07-26,1962-12-02,mujer,divorciado,universitario,empleado,1.6,3258.91,0,propia,Málaga,activo
2254,2018-08-24,1972-04-19,mujer,viudo,posgrado,jubilado,\N,1995.0,1,familiar,Murcia,activo
2255,2009-01-07,1979-11-23,mujer,divorciado,bachillerato,empleado,1.6,950,2,propia,Málaga,activo
2256,2008-02-13,1986-10-21,mujer,soltero,bachillerato,empleado,14.5,2423.35,0,hipotecada,Alicante,activo
2257,2018-08-27,1985-04-25,mujer,viudo,formacion_profesional,desempleado,1.3,1032.67,2,hipotecada,Málaga,activo
2258,2020-03-22,1989-12-08,hombre,divorciado,formacion_profesional,empleado,5.5,3282.81,0,hipotecada,Murcia,activo
2259,2006-05-31,1978-04-11,hombre,soltero,universitario,estudiante,0,386.22,2,propia,Valencia,activo
2260,2010-05-27,1989-01-07,mujer,divorciado,universitario,empleado,19,5616.53,0,hipotecada,Murcia,activo
2261,2012-08-13,1978-06-02,hombre,soltero,bachillerato,desempleado,3.4,1235.72,2,propia,Málaga,activo
2262,2025-08-08,1982-12-23,hombre,soltero,posgrado,empleado,8.7,2463.83,2,familiar,A Coruña,activo
2263,2025-07-22,1977-02-12,hombre,soltero,universitario,empleado,8.1,3929.09,1,alquiler,Murcia,activo
2264,2016-10-02,1993-10-11,mujer,soltero,universitario,empleado,11.1,3039.61,2,propia,Barcelona,activo
2265,2024-10-17,1994-11-25,mujer,soltero,posgrado,empleado,13,1304.38,3,hipotecada,A Coruña,activo
2266,2015-04-28,1993-12-16,mujer,viudo,universitario,estudiante,0,837.14,4,hipotecada,Zaragoza,activo
2267,2015-08-15,1970-10-16,hombre,viudo,universitario,empleado,8.8,1962.1,1,propia,Málaga,inactivo
2268,2021-10-10,1962-01-30,mujer,soltero,formacion_profesional,empleado,15.0,2465.55,3,familiar,Málaga,activo
2269,2013-03-14,1963-01-10,hombre,viudo,posgrado,empleado,9.9,2658.58,4,hipotecada,Vizcaya,activo
2270,2017-02-13,1985-04-26,hombre,viudo,formacion_profesional,empleado,5.0,2189.77,0,propia,Sevilla,activo
2271,2023-03-03,1998-12-14,hombre,divorciado,universitario,empleado,7.0,1594.44,0,familiar,Málaga,activo
2272,2014-01-18,1991-02-17,mujer,divorciado,universitario,empleado,6.4,1988.02,2,alquiler,Sevilla,activo
2273,2006-07-21,1976-03-13,hombre,divorciado,universitario,empleado,9.8,2531.88,0,familiar,Valencia,activo
2274,2025-06-17,2002-08-17,mujer,divorciado,bachillerato,desempleado,1.7,656.17,2,alquiler,A Coruña,activo
2275,2025-09-08,2005-09-26,mujer,viudo,formacion_profesional,empleado,2,2329.7,0,propia,Valencia,activo
2276,2016-03-12,1970-04-13,mujer,divorciado,universitario,empleado,11.3,1585.84,3,propia,Sevilla,activo
2277,2010-02-20,1982-03-27,mujer,viudo,secundaria,estudiante,0,851.65,0,alquiler,Barcelona,activo
2278,2009-11-24,1960-10-05,hombre,viudo,secundaria,desempleado,0,761.05,0,alquiler,Alicante,activo
2279,2015-01-04,1988-01-02,hombre,casado,universitario,empleado,9.7,2697.45,2,hipotecada,Valencia,activo
2280,2018-01-12,1985-04-30,hombre,divorciado,universitario,desempleado,5.3,1056.82,0,propia,Málaga,inactivo
2281,2009-06-07,1986-03-17,hombre,viudo,universitario,estudiante,0,414.47,3,hipotecada,Madrid,activo
2282,2005-09-23,1971-12-10,hombre,casado,bachillerato,estudiante,0,442.0,1,familiar,Sevilla,inactivo
2283,2017-12-21,1967-02-10,mujer,divorciado,posgrado,estudiante,0,645.95,1,hipotecada,Zaragoza,activo
2284,2007-08-28,1954-03-30,mujer,soltero,formacion_profesional,empleado,14.5,2001.09,1,hipotecada,Sevilla,activo
2285,2007-02-16,1980-10-03,otro,divorciado,universitario,empleado,3.3,2014.92,0,propia,Barcelona,activo
2286,2015-07-20,1995-03-22,mujer,viudo,formacion_profesional,empleado,2.9,2926.78,1,alquiler,Murcia,activo
2287,2023-04-14,1997-03-15,hombre,soltero,universitario,desempleado,0.3,913.91,2,propia,Vizcaya,activo
2288,2017-04-14,1979-06-19,hombre,viudo,universitario,autonomo,10.7,3809.35,0,propia,Madrid,activo
2289,2026-06-13,2008-06-14,hombre,divorciado,formacion_profesional,empleado,0,1798.76,0,propia,Barcelona,activo
2290,2018-02-14,1949-02-17,mujer,soltero,formacion_profesional,empleado,8.5,2258.91,2,hipotecada,A Coruña,activo
2291,2016-09-09,1996-09-11,hombre,casado,formacion_profesional,empleado,6.4,3093.75,0,propia,Madrid,activo
2292,2020-02-26,1985-09-04,hombre,viudo,posgrado,empleado,4.4,1723.86,0,familiar,Zaragoza,activo
2293,2015-07-09,1963-08-18,mujer,viudo,secundaria,empleado,2.1,4144.14,1,propia,Zaragoza,activo
2294,2020-03-15,1967-01-25,hombre,viudo,formacion_profesional,empleado,0,3307.03,0,alquiler,Vizcaya,activo
2295,2017-01-09,1982-07-14,mujer,viudo,bachillerato,estudiante,0,508.41,0,alquiler,Alicante,activo
2296,2021-05-23,1996-10-28,hombre,viudo,secundaria,desempleado,0.1,1799.94,4,alquiler,Valencia,activo
2297,2026-02-27,2007-07-30,hombre,divorciado,universitario,estudiante,0,692.04,2,alquiler,Alicante,activo
2298,2023-11-12,1991-09-06,mujer,divorciado,universitario,empleado,9.6,2112.5,0,familiar,Zaragoza,activo
2299,2018-02-21,1997-04-25,mujer,divorciado,universitario,empleado,0.6,1877.64,0,hipotecada,A Coruña,activo
2300,2026-05-02,2006-08-07,mujer,soltero,universitario,empleado,1,3037.47,2,alquiler,Madrid,activo
2301,2026-03-05,1996-03-21,hombre,viudo,formacion_profesional,empleado,11.4,2034.94,2,hipotecada,Madrid,activo
2302,2016-02-03,1987-06-17,hombre,soltero,universitario,empleado,3.2,950,1,hipotecada,Alicante,activo
2303,2017-11-15,1989-10-01,hombre,viudo,bachillerato,empleado,9.8,2080.91,0,familiar,Alicante,activo
2304,2009-11-25,1968-02-25,hombre,viudo,bachillerato,estudiante,0,212.68,3,alquiler,Valencia,activo
2305,2011-05-13,1978-09-10,hombre,viudo,universitario,desempleado,5.2,157.95,0,propia,A Coruña,activo
2306,2007-07-31,1971-01-15,mujer,viudo,secundaria,empleado,4.8,3534.04,0,propia,Zaragoza,activo
2307,2023-07-23,1990-11-15,hombre,casado,formacion_profesional,empleado,0,2837.94,0,propia,Murcia,activo
2308,2024-08-02,1998-06-16,mujer,soltero,posgrado,empleado,7.1,2260.83,0,hipotecada,Sevilla,activo
2309,2008-01-20,1987-12-09,mujer,divorciado,posgrado,estudiante,0,484.68,1,propia,Sevilla,activo
2310,2016-04-23,1987-02-24,hombre,soltero,universitario,empleado,12.1,2200.79,3,hipotecada,Zaragoza,activo
2311,2010-12-28,1992-05-01,mujer,divorciado,formacion_profesional,desempleado,3.8,792.76,3,hipotecada,Vizcaya,activo
2312,2010-09-15,1959-03-07,mujer,soltero,posgrado,empleado,5.2,3047.73,0,hipotecada,A Coruña,activo
2313,2018-10-12,1977-06-01,mujer,viudo,universitario,empleado,9.3,1396.42,2,propia,Barcelona,activo
2314,2026-03-19,2004-01-16,mujer,soltero,bachillerato,empleado,4,2424.49,3,propia,Madrid,bloqueado
2315,2025-11-16,2007-11-20,hombre,divorciado,bachillerato,desempleado,2.0,1077.23,1,hipotecada,Madrid,activo
2316,2022-12-01,1991-04-26,mujer,casado,posgrado,jubilado,\N,1473.93,0,alquiler,Alicante,activo
2317,2018-12-05,1995-01-02,mujer,divorciado,universitario,jubilado,\N,1870.93,1,hipotecada,Valencia,activo
2318,2015-05-21,1983-07-17,mujer,divorciado,secundaria,empleado,11.7,1715.64,0,alquiler,Sevilla,activo
2319,2023-10-27,1998-05-21,mujer,casado,universitario,jubilado,\N,1839.86,4,propia,Vizcaya,activo
2320,2022-07-15,1980-04-28,hombre,divorciado,formacion_profesional,autonomo,22.3,5430.35,0,hipotecada,A Coruña,activo
2321,2024-11-06,1970-11-15,hombre,casado,universitario,empleado,7.8,1554.62,0,propia,Vizcaya,activo
2322,2014-10-17,1957-04-21,hombre,divorciado,formacion_profesional,jubilado,\N,2147.35,2,alquiler,Alicante,activo
2323,2024-07-11,1997-10-03,mujer,divorciado,universitario,empleado,6.2,2741.15,0,propia,Vizcaya,activo
2324,2013-09-11,1979-11-11,hombre,soltero,formacion_profesional,empleado,0.8,2667.46,0,propia,Málaga,activo
2325,2017-03-18,1990-02-03,hombre,divorciado,formacion_profesional,autonomo,4.8,831.5,1,propia,Madrid,activo
2326,2021-12-21,1972-10-14,mujer,viudo,bachillerato,autonomo,8.8,3571.44,2,alquiler,Valencia,activo
2327,2019-05-02,1994-12-24,mujer,casado,formacion_profesional,estudiante,0,831.02,0,alquiler,Madrid,activo
2328,2016-01-26,1977-06-22,mujer,viudo,formacion_profesional,empleado,0,1784.25,1,propia,Barcelona,activo
2329,2014-07-25,1952-11-19,mujer,divorciado,posgrado,empleado,0,2622.86,0,familiar,Murcia,activo
2330,2015-01-08,1970-11-23,hombre,casado,universitario,empleado,19.4,1213.0,1,familiar,Zaragoza,activo
2331,2024-06-16,2005-05-04,mujer,divorciado,formacion_profesional,empleado,3,2129.29,0,hipotecada,Zaragoza,activo
2332,2015-09-25,1987-12-27,hombre,divorciado,universitario,desempleado,1.0,1306.45,1,familiar,Murcia,inactivo
2333,2019-03-16,1991-12-01,otro,soltero,secundaria,empleado,0,2636.92,0,alquiler,Madrid,activo
2334,2013-04-24,1985-05-16,mujer,soltero,universitario,jubilado,\N,1945.84,1,alquiler,A Coruña,activo
2335,2024-11-24,1981-12-16,mujer,divorciado,universitario,empleado,11.9,1837.28,1,propia,Barcelona,activo
2336,2009-06-02,1969-09-21,hombre,soltero,secundaria,empleado,8.0,1444.15,0,hipotecada,Sevilla,activo
2337,2015-04-30,1991-11-22,mujer,soltero,universitario,empleado,0,5845.77,1,hipotecada,Vizcaya,activo
2338,2023-07-05,1993-11-12,mujer,casado,universitario,empleado,14,4586.74,0,alquiler,Málaga,activo
2339,2012-04-01,1990-01-31,hombre,divorciado,universitario,autonomo,7.8,2378.11,0,propia,Vizcaya,activo
2340,2022-01-31,1976-04-06,hombre,soltero,universitario,empleado,14.1,3128.01,0,alquiler,Murcia,activo
2341,2017-09-15,1977-08-22,hombre,casado,posgrado,empleado,3.2,1928.8,0,alquiler,Zaragoza,activo
2342,2023-02-15,1983-01-13,hombre,viudo,universitario,empleado,16.1,1904.95,1,alquiler,Madrid,activo
2343,2011-01-07,1964-12-20,hombre,soltero,universitario,autonomo,0,3099.54,1,alquiler,Valencia,activo
2344,2023-11-28,2005-02-26,hombre,viudo,universitario,empleado,2.9,2302.37,3,hipotecada,Madrid,activo
2345,2009-07-28,1963-05-30,hombre,casado,secundaria,empleado,6.1,2183.53,2,propia,Zaragoza,activo
2346,2023-03-08,1990-01-15,hombre,viudo,formacion_profesional,desempleado,0,1241.7,1,alquiler,Madrid,activo
2347,2023-05-13,2001-06-03,hombre,divorciado,bachillerato,empleado,0.4,2860.64,1,alquiler,Sevilla,activo
2348,2015-06-22,1969-04-07,hombre,divorciado,bachillerato,empleado,4.0,2035.25,0,familiar,Vizcaya,activo
2349,2014-12-09,1979-11-23,mujer,divorciado,universitario,empleado,9.5,6246.05,0,hipotecada,Zaragoza,activo
2350,2013-05-23,1974-12-04,otro,casado,universitario,empleado,9.6,1709.3,1,hipotecada,Vizcaya,activo
2351,2020-04-23,1992-10-30,hombre,viudo,secundaria,empleado,5.2,2165.1,0,familiar,Vizcaya,activo
2352,2024-11-02,2006-08-20,mujer,divorciado,universitario,autonomo,1,2676.44,1,hipotecada,Zaragoza,activo
2353,2018-06-05,1967-08-19,hombre,divorciado,bachillerato,empleado,5.7,3380.65,1,familiar,Vizcaya,activo
2354,2015-03-20,1996-03-23,hombre,soltero,secundaria,empleado,0,4184.38,2,hipotecada,Valencia,activo
2355,2014-01-02,1980-05-06,hombre,casado,secundaria,empleado,15.6,2106.08,0,propia,A Coruña,bloqueado
2356,2022-04-02,1994-04-27,hombre,soltero,posgrado,empleado,2.9,2791.91,2,familiar,Zaragoza,activo
2357,2005-07-01,1977-10-12,hombre,casado,formacion_profesional,empleado,5.6,1441.23,0,familiar,Madrid,activo
2358,2015-03-14,1977-04-18,mujer,casado,secundaria,autonomo,15.6,6557.03,0,alquiler,Alicante,inactivo
2359,2024-07-02,1978-11-11,mujer,casado,secundaria,autonomo,8.6,1917.38,0,hipotecada,Málaga,activo
2360,2011-04-29,1957-10-02,hombre,soltero,universitario,autonomo,6.0,4929.0,0,propia,Valencia,activo
2361,2008-12-18,1983-02-13,mujer,casado,universitario,empleado,8.5,1192.61,1,alquiler,Barcelona,activo
2362,2025-01-05,2003-01-17,hombre,casado,bachillerato,empleado,5,2228.91,0,alquiler,Sevilla,activo
2363,2012-01-31,1972-06-27,mujer,divorciado,secundaria,empleado,9.7,3974.33,0,hipotecada,Málaga,activo
2364,2015-02-11,1963-03-04,mujer,divorciado,formacion_profesional,jubilado,\N,2455.87,0,propia,Valencia,activo
2365,2020-10-14,1979-01-08,mujer,viudo,secundaria,autonomo,3.4,3493.57,2,hipotecada,Vizcaya,activo
2366,2025-01-09,2005-12-21,hombre,casado,secundaria,empleado,2,2039.16,0,hipotecada,Madrid,inactivo
2367,2012-10-14,1973-07-14,mujer,viudo,universitario,autonomo,9.3,6657.4,1,familiar,Alicante,activo
2368,2025-09-06,2002-02-03,mujer,divorciado,universitario,empleado,6,3163.33,0,familiar,Zaragoza,activo
2369,2010-03-24,1987-09-12,hombre,divorciado,secundaria,jubilado,\N,1679.38,1,propia,Valencia,inactivo
2370,2015-07-09,1981-06-24,mujer,viudo,secundaria,empleado,2.4,2602.31,0,propia,Alicante,activo
2371,2021-10-01,2002-05-28,hombre,soltero,universitario,empleado,6,2337.37,1,propia,Málaga,activo
2372,2005-01-29,1986-09-12,hombre,viudo,universitario,desempleado,2.4,1310.67,0,alquiler,Zaragoza,activo
2373,2020-06-26,1960-07-24,hombre,viudo,bachillerato,empleado,3.1,2103.41,1,alquiler,Valencia,activo
2374,2012-07-14,1978-09-16,hombre,viudo,formacion_profesional,empleado,5.4,3230.61,3,hipotecada,A Coruña,activo
2375,2017-03-17,1996-09-15,hombre,soltero,posgrado,jubilado,\N,2337.73,2,alquiler,Sevilla,activo
2376,2025-12-11,1969-09-12,hombre,soltero,secundaria,autonomo,0.4,2560.21,1,alquiler,Alicante,activo
2377,2021-01-29,1993-10-05,mujer,viudo,bachillerato,empleado,7.8,1414.28,1,alquiler,Málaga,activo
2378,2025-10-20,2002-12-22,mujer,divorciado,bachillerato,jubilado,\N,1753.75,3,propia,Alicante,activo
2379,2018-04-19,1998-04-28,mujer,soltero,bachillerato,empleado,2.9,2377.4,0,hipotecada,Barcelona,activo
2380,2024-02-12,1999-09-05,mujer,viudo,universitario,empleado,4.0,1689.07,0,propia,Alicante,activo
2381,2022-01-03,1999-10-30,hombre,divorciado,universitario,empleado,5.9,1862.88,0,familiar,Málaga,activo
2382,2021-10-01,1991-03-28,hombre,casado,universitario,empleado,7.3,2624.89,0,propia,Valencia,activo
2383,2019-06-19,1976-11-17,mujer,viudo,formacion_profesional,empleado,9.7,1370.39,0,hipotecada,Madrid,activo
2384,2022-12-01,1997-07-11,hombre,casado,universitario,empleado,10,2044.0,0,propia,Zaragoza,activo
2385,2006-09-19,1980-07-09,mujer,casado,secundaria,empleado,10.6,1855.1,2,propia,Madrid,activo
2386,2020-09-28,1983-09-02,hombre,divorciado,bachillerato,estudiante,0,425.33,0,alquiler,Alicante,activo
2387,2025-11-04,2007-11-08,hombre,divorciado,bachillerato,desempleado,0,638.91,0,propia,Barcelona,activo
2388,2011-09-23,1986-06-22,hombre,soltero,secundaria,empleado,0.1,2125.86,0,alquiler,Barcelona,activo
2389,2017-03-29,1979-10-16,hombre,casado,universitario,estudiante,0,288.99,3,hipotecada,A Coruña,activo
2390,2022-06-07,1996-02-26,mujer,divorciado,formacion_profesional,empleado,5.5,1707.44,0,alquiler,Barcelona,activo
2391,2012-04-30,1987-12-03,hombre,divorciado,formacion_profesional,desempleado,0.7,1043.22,0,familiar,Madrid,activo
2392,2012-08-31,1953-03-04,hombre,divorciado,secundaria,autonomo,0,5621.76,1,hipotecada,Barcelona,activo
2393,2010-02-20,1983-01-31,hombre,divorciado,formacion_profesional,empleado,3.2,2028.21,3,propia,Madrid,activo
2394,2026-05-02,2005-02-23,hombre,divorciado,universitario,empleado,3,2755.23,0,hipotecada,Valencia,activo
2395,2019-03-15,1975-02-02,hombre,divorciado,universitario,empleado,7.0,1964.4,1,propia,Zaragoza,activo
2396,2009-06-03,1984-07-20,mujer,soltero,formacion_profesional,empleado,10.2,1380.68,0,alquiler,Zaragoza,activo
2397,2016-09-25,1997-08-21,hombre,divorciado,universitario,autonomo,5.9,4340.59,1,propia,A Coruña,activo
2398,2019-08-04,1970-05-09,hombre,soltero,universitario,empleado,1.6,3674.37,0,propia,Vizcaya,activo
2399,2025-03-20,1962-12-10,hombre,soltero,universitario,empleado,5.2,1747.57,2,hipotecada,Madrid,activo
2400,2008-05-31,1974-06-09,mujer,viudo,formacion_profesional,empleado,9.7,4619.69,1,hipotecada,Vizcaya,activo
2401,2009-03-09,1967-11-06,hombre,divorciado,posgrado,jubilado,\N,2030.72,1,familiar,Alicante,activo
2402,2018-07-10,1987-08-08,mujer,soltero,posgrado,empleado,10.7,3243.42,2,propia,Madrid,activo
2403,2026-03-20,2008-03-11,hombre,divorciado,posgrado,empleado,0,3483.65,0,familiar,Valencia,inactivo
2404,2013-11-07,1970-02-22,hombre,casado,formacion_profesional,empleado,13.4,1446.93,1,familiar,Málaga,bloqueado
2405,2022-12-10,1973-11-17,mujer,casado,universitario,empleado,12.2,2082.46,0,hipotecada,A Coruña,activo
2406,2025-05-30,1982-07-05,hombre,viudo,formacion_profesional,estudiante,0,241.78,1,propia,Madrid,activo
2407,2015-03-28,1996-02-02,hombre,viudo,posgrado,empleado,8.4,4520.44,2,propia,Murcia,activo
2408,2009-02-06,1981-02-09,mujer,casado,universitario,empleado,4.4,1899.56,2,alquiler,Alicante,activo
2409,2020-12-31,1982-07-03,mujer,casado,universitario,empleado,0,2456.72,0,alquiler,Sevilla,activo
2410,2019-01-20,1966-07-23,mujer,soltero,bachillerato,empleado,3.0,3567.37,0,hipotecada,Sevilla,activo
2411,2022-02-28,2001-08-01,mujer,casado,universitario,empleado,6,2474.66,0,hipotecada,Zaragoza,activo
2412,2012-10-06,1983-06-02,hombre,divorciado,universitario,empleado,14.8,1916.82,1,hipotecada,A Coruña,activo
2413,2026-04-21,2007-03-22,hombre,soltero,universitario,empleado,0,1919.59,3,familiar,Zaragoza,activo
2414,2017-05-23,1962-02-19,hombre,soltero,bachillerato,empleado,10.9,1527.03,0,hipotecada,Sevilla,activo
2415,2009-02-18,1989-08-21,mujer,soltero,secundaria,empleado,0,1404.56,1,alquiler,Málaga,activo
2416,2018-01-11,1994-11-24,hombre,soltero,formacion_profesional,empleado,13,1732.74,3,alquiler,Valencia,activo
2417,2024-06-05,1976-11-28,mujer,casado,bachillerato,autonomo,11.6,1201.02,0,hipotecada,Barcelona,activo
2418,2024-11-22,1980-05-29,hombre,divorciado,universitario,desempleado,0,991.7,2,hipotecada,Zaragoza,activo
2419,2023-09-15,1987-04-21,mujer,casado,secundaria,empleado,4.3,3521.25,0,alquiler,Sevilla,activo
2420,2007-05-12,1967-03-01,mujer,divorciado,universitario,estudiante,0,1064.28,0,alquiler,Málaga,activo
2421,2023-08-18,1983-07-22,hombre,soltero,formacion_profesional,empleado,2.4,1650.96,0,alquiler,Málaga,activo
2422,2017-08-26,1987-06-19,hombre,casado,bachillerato,empleado,8.8,1190.13,1,propia,A Coruña,activo
2423,2017-11-15,1983-08-25,hombre,soltero,formacion_profesional,empleado,5.0,1470.4,2,propia,Madrid,activo
2424,2018-01-20,1993-06-20,hombre,divorciado,formacion_profesional,desempleado,1.5,919.88,0,hipotecada,A Coruña,activo
2425,2022-01-16,1984-11-01,mujer,divorciado,formacion_profesional,jubilado,\N,1896.99,0,hipotecada,Murcia,activo
2426,2022-10-30,1978-12-20,mujer,viudo,universitario,desempleado,0.6,988.73,1,familiar,Murcia,activo
2427,2026-05-22,2007-10-23,mujer,soltero,universitario,empleado,0,2062.97,0,alquiler,A Coruña,activo
2428,2019-06-06,1976-11-09,hombre,viudo,posgrado,empleado,5.6,1619.71,0,hipotecada,Barcelona,activo
2429,2021-07-09,1982-08-05,mujer,viudo,posgrado,desempleado,0.2,1001.13,0,alquiler,Alicante,activo
2430,2010-07-25,1979-06-11,hombre,casado,posgrado,empleado,0,2955.59,1,propia,Vizcaya,activo
2431,2024-02-02,1989-12-12,hombre,casado,formacion_profesional,empleado,4.2,1941.42,0,hipotecada,Zaragoza,activo
2432,2016-08-02,1984-03-06,hombre,soltero,universitario,empleado,19.0,2000.0,0,propia,Vizcaya,activo
2433,2025-08-08,1987-07-15,hombre,divorciado,posgrado,empleado,4.3,2640.42,0,hipotecada,Murcia,activo
2434,2018-04-24,1981-07-03,mujer,casado,universitario,autonomo,0,2352.87,1,familiar,Valencia,activo
2435,2021-08-09,1959-06-15,mujer,divorciado,formacion_profesional,empleado,5.6,3882.87,0,familiar,Barcelona,activo
2436,2020-06-07,1981-05-07,hombre,soltero,posgrado,empleado,2.9,2790.31,0,familiar,Vizcaya,inactivo
2437,2020-06-10,1997-10-06,hombre,divorciado,universitario,empleado,9.5,1558.93,2,alquiler,Barcelona,inactivo
2438,2016-04-06,1982-05-01,hombre,divorciado,universitario,empleado,7.6,2785.99,0,propia,Madrid,activo
2439,2023-09-30,1990-12-21,mujer,casado,universitario,empleado,7.6,4488.3,0,propia,Sevilla,activo
2440,2017-10-02,1989-11-05,hombre,casado,formacion_profesional,empleado,6.8,3603.69,1,propia,Vizcaya,activo
2441,2009-04-19,1959-07-18,hombre,divorciado,posgrado,empleado,14.9,2273.2,0,hipotecada,Zaragoza,activo
2442,2015-05-27,1963-04-07,hombre,casado,formacion_profesional,empleado,12.0,1500.0,0,alquiler,Murcia,activo
2443,2018-12-07,1993-07-13,hombre,soltero,secundaria,empleado,14,2468.71,0,hipotecada,Madrid,activo
2444,2015-12-19,1986-06-25,hombre,casado,bachillerato,empleado,6.1,3419.22,0,familiar,Málaga,activo
2445,2022-08-03,1984-11-25,mujer,divorciado,universitario,jubilado,\N,2468.18,1,alquiler,Valencia,inactivo
2446,2025-12-24,1989-04-28,mujer,divorciado,universitario,empleado,11.8,3414.04,2,alquiler,Barcelona,activo
2447,2026-03-30,2008-01-14,mujer,divorciado,universitario,empleado,0,2043.91,1,alquiler,Málaga,activo
2448,2007-12-31,1975-03-25,mujer,divorciado,posgrado,empleado,6.4,2403.3,2,propia,Vizcaya,activo
2449,2012-02-03,1979-10-21,mujer,viudo,universitario,empleado,7.2,2187.49,0,alquiler,Málaga,activo
2450,2020-10-14,1972-02-08,mujer,divorciado,universitario,autonomo,5.0,2662.56,0,propia,Málaga,activo
2451,2025-08-20,2006-06-06,mujer,casado,posgrado,empleado,2,3130.65,3,hipotecada,Zaragoza,activo
2452,2015-05-18,1974-10-20,hombre,soltero,bachillerato,empleado,0,3350.9,2,propia,Málaga,activo
2453,2010-09-06,1974-12-29,hombre,casado,bachillerato,desempleado,0.7,890.12,0,hipotecada,Málaga,activo
2454,2005-09-12,1975-11-04,hombre,soltero,universitario,empleado,6.3,4228.55,0,propia,A Coruña,activo
2455,2010-07-13,1977-01-29,hombre,casado,formacion_profesional,autonomo,7.7,10978.03,0,hipotecada,Murcia,activo
2456,2025-06-02,1971-09-02,mujer,divorciado,universitario,empleado,10.8,2039.2,1,hipotecada,Barcelona,activo
2457,2017-04-21,1989-04-03,hombre,soltero,universitario,autonomo,14.4,4109.07,2,propia,Valencia,activo
2458,2019-09-01,1998-07-17,mujer,viudo,formacion_profesional,estudiante,0,900.24,0,alquiler,Málaga,activo
2459,2005-09-07,1966-07-03,hombre,viudo,bachillerato,autonomo,7.2,2167.89,1,propia,Barcelona,activo
2460,2019-05-22,1997-06-22,hombre,divorciado,bachillerato,empleado,10.0,950,1,familiar,Vizcaya,activo
2461,2014-12-03,1970-04-22,mujer,divorciado,universitario,desempleado,0.1,1272.55,2,propia,Sevilla,activo
2462,2009-05-05,1963-11-10,mujer,casado,secundaria,autonomo,0,1454.57,3,familiar,Barcelona,activo
2463,2015-12-26,1976-06-30,mujer,viudo,posgrado,empleado,7.7,1639.62,2,alquiler,Alicante,activo
2464,2009-11-10,1952-01-07,hombre,soltero,posgrado,estudiante,0,506.34,0,alquiler,Madrid,activo
2465,2024-08-17,2000-05-28,mujer,soltero,posgrado,empleado,4.6,3641.72,0,hipotecada,Sevilla,activo
2466,2021-08-24,1975-05-19,hombre,divorciado,universitario,empleado,4.4,950,2,hipotecada,Madrid,activo
2467,2016-06-17,1998-06-21,hombre,casado,posgrado,empleado,6.2,2152.1,1,propia,A Coruña,activo
2468,2009-01-14,1962-01-04,mujer,viudo,posgrado,empleado,0,2690.29,0,propia,Zaragoza,activo
2469,2022-01-30,2002-03-21,mujer,divorciado,posgrado,empleado,6,3495.51,1,alquiler,Madrid,activo
2470,2007-09-25,1971-02-08,mujer,viudo,formacion_profesional,jubilado,\N,2528.51,3,alquiler,Murcia,activo
2471,2011-02-13,1993-01-08,mujer,viudo,bachillerato,empleado,13.8,2322.46,0,propia,Alicante,activo
2472,2022-04-20,1999-04-27,mujer,casado,secundaria,empleado,1.8,2051.7,1,hipotecada,Sevilla,activo
2473,2014-10-26,1989-07-26,mujer,casado,secundaria,jubilado,\N,1426.91,1,hipotecada,Málaga,activo
2474,2019-11-23,1999-08-26,mujer,viudo,formacion_profesional,estudiante,0,0,3,familiar,Murcia,activo
2475,2025-03-31,2002-07-22,hombre,soltero,posgrado,empleado,4.4,4802.34,0,propia,Alicante,activo
2476,2025-06-08,2003-11-09,mujer,viudo,universitario,empleado,0,950,1,familiar,Sevilla,activo
2477,2012-07-06,1988-04-10,hombre,divorciado,posgrado,empleado,7.5,2806.91,1,familiar,Murcia,activo
2478,2019-01-17,1994-06-29,mujer,divorciado,formacion_profesional,empleado,5.9,2442.68,0,alquiler,Alicante,activo
2479,2021-12-23,1959-04-21,otro,soltero,bachillerato,empleado,0.7,2698.35,0,propia,Madrid,activo
2480,2024-11-27,1995-07-29,hombre,casado,universitario,estudiante,0,546.26,0,propia,Alicante,activo
2481,2022-08-06,1984-09-27,hombre,divorciado,secundaria,autonomo,8.5,1235.72,0,familiar,Sevilla,inactivo
